player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Cristiano Del Grosso,ITA,DF,Atalanta,Serie A,31.0,13,721,0,1,2014-2015,True,0.1248
Manu del Moral,ESP,FW,Eibar,La Liga,30.0,28,1678,3,1,2014-2015,True,0.2145
Damien Delaney,IRL,DF,Crystal Palace,Premier League,33.0,29,2433,0,0,2014-2015,False,0.0
Jonathan Delaplace,FRA,"DF,MF",Lille,Ligue 1,28.0,21,1194,2,0,2014-2015,False,0.1508
Francesco Della Rocca,ITA,MF,Palermo,Serie A,26.0,5,157,0,0,2014-2015,False,0.0
Joris Delle,FRA,GK,Nice,Ligue 1,24.0,1,30,0,0,2014-2015,False,0.0
Fabian Delph,ENG,"DF,MF",Aston Villa,Premier League,24.0,28,2434,0,3,2014-2015,True,0.1109
Mousa Dembélé,BEL,MF,Tottenham Hotspur,Premier League,27.0,26,1146,1,1,2014-2015,True,0.1571
Guy Demel,CIV,"DF,MF",West Ham United,Premier League,33.0,6,258,0,0,2014-2015,False,0.0
Martín Demichelis,ARG,"DF,MF",Manchester City,Premier League,33.0,31,2562,1,0,2014-2015,False,0.0351
Johannes van den Bergh,GER,"DF,MF",Hertha BSC,Bundesliga,27.0,6,379,0,0,2014-2015,False,0.0
Germán Denis,ARG,FW,Atalanta,Serie A,32.0,32,2303,8,0,2014-2015,False,0.3126
Mathieu Deplagne,FRA,DF,Montpellier,Ligue 1,22.0,31,2080,0,1,2014-2015,True,0.0433
Rafael van der Vaart,NED,MF,Hamburger SV,Bundesliga,31.0,24,1632,4,1,2014-2015,True,0.2757
Gregory van der Wiel,NED,DF,Paris Saint-Germain,Ligue 1,26.0,25,2004,1,3,2014-2015,True,0.1796
Daniele Dessena,ITA,MF,Cagliari,Serie A,27.0,28,1911,1,2,2014-2015,True,0.1413
Mattia Destro,ITA,FW,Roma,Serie A,23.0,16,824,5,0,2014-2015,False,0.5461
Mattia Destro,ITA,FW,Milan,Serie A,23.0,15,838,3,0,2014-2015,False,0.3222
Gerard Deulofeu,ESP,"FW,MF",Sevilla,La Liga,20.0,17,782,1,4,2014-2015,True,0.5754
Antoine Devaux,FRA,"DF,MF",Reims,Ligue 1,29.0,28,2296,1,0,2014-2015,False,0.0392
Deyverson,BRA,FW,Köln,Bundesliga,23.0,8,336,1,0,2014-2015,False,0.2679
Jean Deza,PER,"FW,MF",Montpellier,Ligue 1,21.0,2,16,0,0,2014-2015,False,0.0
Ángel Di María,ARG,"FW,MF",Manchester Utd,Premier League,26.0,27,1639,3,10,2014-2015,True,0.7138
Davide Di Molfetta,ITA,"FW,MF",Milan,Serie A,18.0,1,2,0,0,2014-2015,False,0.0
Antonio Di Natale,ITA,FW,Udinese,Serie A,36.0,33,2372,14,6,2014-2015,True,0.7589
Franco Di Santo,ARG,FW,Werder Bremen,Bundesliga,25.0,26,2293,13,2,2014-2015,True,0.5887
Cheick Diabaté,MLI,FW,Bordeaux,Ligue 1,26.0,15,1076,8,2,2014-2015,True,0.8364
Abdoulay Diaby,MLI,"FW,MF",Lille,Ligue 1,23.0,3,28,0,0,2014-2015,False,0.0
Fallou Diagne,SEN,DF,Rennes,Ligue 1,24.0,15,1173,0,0,2014-2015,False,0.0
Drissa Diakité,MLI,"DF,MF",Bastia,Ligue 1,29.0,22,1816,0,0,2014-2015,False,0.0
Modibo Diakité,FRA,DF,Dep La Coruña,La Liga,27.0,2,180,0,0,2014-2015,False,0.0
Modibo Diakité,FRA,DF,Cagliari,Serie A,27.0,9,716,0,0,2014-2015,False,0.0
Abdou Diallo,SEN,DF,Monaco,Ligue 1,18.0,5,86,0,0,2014-2015,False,0.0
Mustapha Diallo,SEN,"FW,MF",Guingamp,Ligue 1,28.0,32,1811,1,1,2014-2015,True,0.0994
Sadio Diallo,GUI,"FW,MF",Lorient,Ligue 1,23.0,9,307,0,0,2014-2015,False,0.0
Alessandro Diamanti,ITA,"FW,MF",Fiorentina,Serie A,31.0,11,670,2,0,2014-2015,False,0.2687
Mohamed Diamé,SEN,MF,West Ham United,Premier League,27.0,3,57,0,0,2014-2015,False,0.0
Mohamed Diamé,SEN,MF,Hull City,Premier League,27.0,12,877,4,0,2014-2015,False,0.4105
Baba Diawara,SEN,FW,Getafe,La Liga,26.0,21,585,1,1,2014-2015,True,0.3077
Souleymane Diawara,SEN,DF,Nice,Ligue 1,35.0,14,1071,0,0,2014-2015,False,0.0
Júnior Díaz,CRC,"DF,MF",Mainz 05,Bundesliga,30.0,19,1432,1,1,2014-2015,True,0.1257
Marcelo Díaz,CHI,MF,Hamburger SV,Bundesliga,27.0,6,378,0,0,2014-2015,False,0.0
Daniel Didavi,GER,"FW,MF",Stuttgart,Bundesliga,24.0,11,738,4,0,2014-2015,False,0.4878
Étienne Didot,FRA,MF,Toulouse,Ligue 1,31.0,20,1269,0,1,2014-2015,True,0.0709
Serey Die,CIV,MF,Stuttgart,Bundesliga,29.0,13,974,0,2,2014-2015,True,0.1848
Diego,BRA,"DF,MF",Reims,Ligue 1,26.0,31,2368,4,8,2014-2015,True,0.4561
Dennis Diekmeier,GER,"DF,MF",Hamburger SV,Bundesliga,24.0,21,1629,0,0,2014-2015,False,0.0
Eric Dier,ENG,"DF,MF",Tottenham Hotspur,Premier League,20.0,28,2293,2,2,2014-2015,True,0.157
Didier Digard,FRA,MF,Nice,Ligue 1,28.0,14,851,1,1,2014-2015,True,0.2115
Lucas Digne,FRA,"DF,MF",Paris Saint-Germain,Ligue 1,21.0,15,1271,0,1,2014-2015,True,0.0708
Federico Dimarco,ITA,"DF,MF",Inter,Serie A,16.0,1,2,0,0,2014-2015,False,0.0
Stole Dimitrievski,MKD,GK,Granada,La Liga,20.0,1,90,0,0,2014-2015,False,0.0
Ismaël Diomandé,CIV,MF,Saint-Étienne,Ligue 1,21.0,20,1090,0,0,2014-2015,False,0.0
Papakouli Diop,SEN,MF,Levante,La Liga,28.0,19,1538,0,1,2014-2015,True,0.0585
Nabil Dirar,MAR,"DF,MF",Monaco,Ligue 1,28.0,27,1276,2,2,2014-2015,True,0.2821
Sylvain Distin,FRA,DF,Everton,Premier League,36.0,13,1080,0,0,2014-2015,False,0.0
Brice Dja Djédjé,CIV,"DF,MF",Marseille,Ligue 1,23.0,33,2670,0,4,2014-2015,True,0.1348
Constant Djakpa,CIV,DF,Eintracht Frankfurt,Bundesliga,27.0,6,437,0,0,2014-2015,False,0.0
Koffi Djidji,CIV,DF,Nantes,Ligue 1,21.0,5,361,0,0,2014-2015,False,0.0
David Djigla,BEN,"FW,MF",Bordeaux,Ligue 1,18.0,1,4,0,0,2014-2015,False,0.0
Alexander Djiku,GHA,"DF,MF",Bastia,Ligue 1,19.0,2,180,0,0,2014-2015,False,0.0
Papy Djilobodji,SEN,DF,Nantes,Ligue 1,25.0,31,2716,0,0,2014-2015,False,0.0
Johan Djourou,SUI,DF,Hamburger SV,Bundesliga,27.0,32,2804,0,0,2014-2015,False,0.0
Dodô,BRA,DF,Inter,Serie A,22.0,20,1375,0,0,2014-2015,False,0.0
Álvaro Domínguez,ESP,DF,Gladbach,Bundesliga,25.0,24,2115,0,3,2014-2015,True,0.1277
Juan Domínguez,ESP,MF,Dep La Coruña,La Liga,24.0,22,1256,1,0,2014-2015,False,0.0717
Maurizio Domizzi,ITA,DF,Udinese,Serie A,34.0,11,802,0,0,2014-2015,False,0.0
Giulio Donati,ITA,DF,Leverkusen,Bundesliga,24.0,8,407,0,0,2014-2015,False,0.0
Ji Dong-won,KOR,"FW,MF",Augsburg,Bundesliga,23.0,12,586,0,0,2014-2015,False,0.0
Isaac Donkor,GHA,DF,Inter,Serie A,18.0,2,115,0,0,2014-2015,False,0.0
Godfred Donsah,GHA,MF,Cagliari,Serie A,18.0,21,1155,2,1,2014-2015,True,0.2338
Graham Dorrans,SCO,"FW,MF",West Brom,Premier League,27.0,21,1587,1,3,2014-2015,True,0.2268
Giovani dos Santos,MEX,"FW,MF",Villarreal,La Liga,25.0,26,1390,1,3,2014-2015,True,0.259
Jonathan dos Santos,MEX,MF,Villarreal,La Liga,24.0,28,1640,2,1,2014-2015,True,0.1646
Laurent Dos Santos,FRA,"DF,MF",Guingamp,Ligue 1,20.0,10,511,0,1,2014-2015,True,0.1761
Mauro dos Santos,ARG,DF,Almería,La Liga,25.0,29,2296,1,0,2014-2015,False,0.0392
Bas Dost,NED,FW,Wolfsburg,Bundesliga,25.0,21,1525,16,4,2014-2015,True,1.1803
Nicolas Douchez,FRA,GK,Paris Saint-Germain,Ligue 1,34.0,5,418,0,0,2014-2015,False,0.0
Abdoulaye Doucouré,MLI,MF,Rennes,Ligue 1,21.0,35,2746,3,5,2014-2015,True,0.2622
Michael Doughty,WAL,MF,QPR,Premier League,21.0,3,54,0,0,2014-2015,False,0.0
Douglas,BRA,DF,Barcelona,La Liga,23.0,2,100,0,0,2014-2015,False,0.0
Cheick Doukouré,CIV,MF,Metz,Ligue 1,21.0,20,1173,0,0,2014-2015,False,0.0
Seydou Doumbia,CIV,FW,Roma,Serie A,26.0,13,545,2,0,2014-2015,False,0.3303
Tongo Doumbia,MLI,MF,Toulouse,Ligue 1,24.0,24,2011,3,1,2014-2015,True,0.179
Ladislas Douniama,CGO,FW,Guingamp,Ligue 1,28.0,9,129,1,0,2014-2015,False,0.6977
Stewart Downing,ENG,"FW,MF",West Ham United,Premier League,30.0,37,3312,6,8,2014-2015,True,0.3804
Kevin Doyle,IRL,FW,Crystal Palace,Premier League,30.0,3,36,0,0,2014-2015,False,0.0
Boukary Dramé,SEN,"DF,MF",Atalanta,Serie A,29.0,29,2420,0,3,2014-2015,True,0.1116
Julian Draxler,GER,"FW,MF",Schalke 04,Bundesliga,20.0,15,775,2,1,2014-2015,True,0.3484
Danny Drinkwater,ENG,MF,Leicester City,Premier League,24.0,23,1488,0,0,2014-2015,False,0.0
Josip Drmić,SUI,FW,Leverkusen,Bundesliga,21.0,25,804,6,1,2014-2015,True,0.7836
Jaroslav Drobný,CZE,GK,Hamburger SV,Bundesliga,34.0,23,2000,0,0,2014-2015,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,36.0,28,869,4,1,2014-2015,True,0.5178
Rubén Duarte,ESP,DF,Espanyol,La Liga,18.0,11,990,0,0,2014-2015,False,0.0
Sebastián Dubarbier,ARG,"DF,FW",Almería,La Liga,28.0,32,2761,0,1,2014-2015,True,0.0326
Leo Dubois,FRA,"DF,MF",Nantes,Ligue 1,19.0,2,89,0,0,2014-2015,False,0.0
Marvin Ducksch,GER,FW,Paderborn 07,Bundesliga,20.0,9,213,1,0,2014-2015,False,0.4225
Duda,POR,"DF,FW",Málaga,La Liga,34.0,25,882,1,1,2014-2015,True,0.2041
Jeremy Dudziak,TUN,"DF,MF",Dortmund,Bundesliga,18.0,3,63,0,1,2014-2015,True,1.4286
Michael Duff,NIR,DF,Burnley,Premier League,36.0,21,1808,0,0,2014-2015,False,0.0
Mathieu Duhamel,FRA,FW,Evian,Ligue 1,30.0,11,883,4,0,2014-2015,False,0.4077
Mathieu Duhamel,FRA,FW,Caen,Ligue 1,30.0,19,1340,6,0,2014-2015,False,0.403
Paul Dummett,WAL,DF,Newcastle United,Premier League,22.0,25,2107,0,0,2014-2015,False,0.0
Alfred Duncan,GHA,MF,Sampdoria,Serie A,21.0,26,1337,1,2,2014-2015,True,0.2019
Richard Dunne,IRL,DF,QPR,Premier League,34.0,23,1870,0,0,2014-2015,False,0.0
Maxime Dupé,FRA,GK,Nantes,Ligue 1,21.0,6,540,0,0,2014-2015,False,0.0
Erik Durm,GER,DF,Dortmund,Bundesliga,22.0,18,1583,1,1,2014-2015,True,0.1137
Paulo Dybala,ARG,"FW,MF",Palermo,Serie A,20.0,34,2955,13,10,2014-2015,True,0.7005
Nathan Dyer,ENG,"FW,MF",Swansea City,Premier League,26.0,32,1862,3,3,2014-2015,True,0.29
Edin Džeko,BIH,FW,Manchester City,Premier League,28.0,22,932,4,2,2014-2015,True,0.5794
Elderson Echiéjilé,NGA,DF,Monaco,Ligue 1,26.0,12,888,1,0,2014-2015,False,0.1014
Bruno Ecuele Manga,GAB,DF,Lorient,Ligue 1,26.0,3,270,0,0,2014-2015,False,0.0
Edenílson,BRA,MF,Genoa,Serie A,24.0,30,2467,0,4,2014-2015,True,0.1459
Éder,ITA,FW,Sampdoria,Serie A,27.0,30,2358,9,3,2014-2015,True,0.458
Ederson,BRA,MF,Lazio,Serie A,28.0,4,72,1,0,2014-2015,False,1.25
Carlos Eduardo,BRA,MF,Nice,Ligue 1,24.0,30,2316,10,4,2014-2015,True,0.544
Zé Eduardo,BRA,MF,Cesena,Serie A,22.0,13,638,1,1,2014-2015,True,0.2821
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,17.0,2,22,0,0,2014-2015,False,0.0
Albin Ekdal,SWE,MF,Cagliari,Serie A,25.0,33,2683,5,1,2014-2015,True,0.2013
Patrick Ekeng,CMR,MF,Córdoba,La Liga,24.0,14,756,1,1,2014-2015,True,0.2381
Borja Ekiza,ESP,DF,Eibar,La Liga,26.0,11,926,0,0,2014-2015,False,0.0
Eljero Elia,NED,"FW,MF",Southampton,Premier League,27.0,16,787,2,0,2014-2015,False,0.2287
Eljero Elia,NED,"FW,MF",Werder Bremen,Bundesliga,27.0,9,558,0,0,2014-2015,False,0.0
Rob Elliot,IRL,GK,Newcastle United,Premier League,28.0,3,225,0,0,2014-2015,False,0.0
Ahmed Elmohamady,EGY,"DF,MF",Hull City,Premier League,26.0,38,3419,2,5,2014-2015,True,0.1843
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,20.0,4,316,1,0,2014-2015,False,0.2848
Gorka Elustondo,ESP,"DF,MF",Real Sociedad,La Liga,27.0,19,1162,1,0,2014-2015,False,0.0775
Tarik Elyounoussi,NOR,"FW,MF",Hoffenheim,Bundesliga,26.0,25,1484,4,1,2014-2015,True,0.3032
Urby Emanuelson,NED,"DF,FW",Atalanta,Serie A,28.0,9,449,0,1,2014-2015,True,0.2004
Urby Emanuelson,NED,"DF,FW",Roma,Serie A,28.0,2,18,0,1,2014-2015,True,5.0
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,22.0,14,836,3,3,2014-2015,True,0.6459
Marvin Emnes,NED,"FW,MF",Swansea City,Premier League,26.0,17,514,0,0,2014-2015,False,0.0
José Enrique,ESP,DF,Liverpool,Premier League,28.0,4,205,0,0,2014-2015,False,0.0
Vincent Enyeama,NGA,GK,Lille,Ligue 1,31.0,38,3420,0,0,2014-2015,False,0.0
Mevlüt Erdinç,TUR,FW,Saint-Étienne,Ligue 1,27.0,26,1599,8,1,2014-2015,True,0.5066
Christian Eriksen,DEN,MF,Tottenham Hotspur,Premier League,22.0,38,3131,10,2,2014-2015,True,0.3449
Jon Errasti,ESP,MF,Eibar,La Liga,26.0,25,1725,0,0,2014-2015,False,0.0
Sergio Escudero,ESP,"DF,MF",Getafe,La Liga,24.0,30,2207,2,1,2014-2015,True,0.1223
Javier Espinosa,ESP,MF,Villarreal,La Liga,21.0,6,291,1,0,2014-2015,False,0.3093
Javier Espinosa,ESP,MF,Almería,La Liga,21.0,15,718,1,0,2014-2015,False,0.1253
Michael Essien,GHA,"DF,MF",Milan,Serie A,31.0,13,682,0,0,2014-2015,False,0.0
Alexander Esswein,GER,"FW,MF",Augsburg,Bundesliga,24.0,19,861,1,3,2014-2015,True,0.4181
Marcelo Estigarribia,PAR,"DF,MF",Atalanta,Serie A,26.0,9,626,1,0,2014-2015,False,0.1438
Samuel Eto'o,CMR,FW,Sampdoria,Serie A,33.0,18,1226,2,3,2014-2015,True,0.367
Samuel Eto'o,CMR,FW,Everton,Premier League,33.0,14,787,3,1,2014-2015,True,0.4574
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,27.0,28,1711,2,2,2014-2015,True,0.2104
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,26.0,24,1971,2,0,2014-2015,False,0.0913
Lucas Evangelista,BRA,MF,Udinese,Serie A,19.0,4,136,0,0,2014-2015,False,0.0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,26.0,14,1090,0,0,2014-2015,False,0.0
Patrice Evra,FRA,DF,Juventus,Serie A,33.0,21,1792,1,2,2014-2015,True,0.1507
Valentin Eysseric,FRA,"FW,MF",Nice,Ligue 1,22.0,36,2310,2,4,2014-2015,True,0.2338
Łukasz Fabiański,POL,GK,Swansea City,Premier League,29.0,37,3308,0,0,2014-2015,False,0.0
Fabinho,BRA,"DF,MF",Monaco,Ligue 1,20.0,36,3168,1,0,2014-2015,False,0.0284
Cesc Fàbregas,ESP,"FW,MF",Chelsea,Premier League,27.0,34,2883,3,18,2014-2015,True,0.6556
Fabricio,ESP,GK,Dep La Coruña,La Liga,26.0,31,2790,0,0,2014-2015,False,0.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,25.0,25,2250,0,0,2014-2015,False,0.0
Fayçal Fajr,MAR,MF,Elche,La Liga,25.0,34,2564,1,4,2014-2015,True,0.1755
Radamel Falcao,COL,FW,Manchester Utd,Premier League,28.0,26,1287,4,4,2014-2015,True,0.5594
Radamel Falcao,COL,FW,Monaco,Ligue 1,28.0,3,129,2,0,2014-2015,False,1.3953
Alioun Fall,FRA,DF,Evian,Ligue 1,23.0,8,371,0,0,2014-2015,False,0.0
Iago Falque,ESP,"FW,MF",Genoa,Serie A,24.0,32,2334,13,3,2014-2015,True,0.617
Rod Fanni,FRA,DF,Marseille,Ligue 1,32.0,27,2247,2,2,2014-2015,True,0.1602
Mohamed Fares,ALG,"DF,FW",Hellas Verona,Serie A,18.0,1,2,0,0,2014-2015,False,0.0
Jefferson Farfán,PER,"FW,MF",Schalke 04,Bundesliga,29.0,9,564,0,0,2014-2015,False,0.0
Diego Farias,BRA,FW,Cagliari,Serie A,24.0,29,1785,6,3,2014-2015,True,0.4538
Luis Fariña,ARG,"FW,MF",Dep La Coruña,La Liga,23.0,21,1186,1,0,2014-2015,False,0.0759
Alexander Farnerud,SWE,MF,Torino,Serie A,30.0,22,1275,1,5,2014-2015,True,0.4235
Mohammed Fatau,GHA,MF,Rayo Vallecano,La Liga,21.0,10,699,0,0,2014-2015,False,0.0
Julien Faubert,FRA,"DF,FW",Bordeaux,Ligue 1,30.0,13,969,0,0,2014-2015,False,0.0
Alejandro Faurlín,ARG,MF,QPR,Premier League,27.0,2,91,0,0,2014-2015,False,0.0
Federico Fazio,ARG,DF,Tottenham Hotspur,Premier League,27.0,20,1777,0,0,2014-2015,False,0.0
Francesco Fedato,ITA,FW,Sampdoria,Serie A,21.0,1,41,0,0,2014-2015,False,0.0
Zouhair Feddal,MAR,"DF,MF",Parma,Serie A,25.0,13,1081,0,0,2014-2015,False,0.0
Zouhair Feddal,MAR,"DF,MF",Palermo,Serie A,25.0,7,625,0,0,2014-2015,False,0.0
Sofiane Feghouli,ALG,"FW,MF",Valencia,La Liga,24.0,33,1928,6,6,2014-2015,True,0.5602
Nabil Fekir,FRA,"FW,MF",Lyon,Ligue 1,21.0,34,2757,13,9,2014-2015,True,0.7182
Alex Felip,ESP,MF,Getafe,La Liga,22.0,10,95,0,0,2014-2015,False,0.0
Felipe,BRA,DF,Hannover 96,Bundesliga,27.0,11,586,0,0,2014-2015,False,0.0
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,26.0,27,1831,6,0,2014-2015,False,0.2949
Leroy Fer,NED,MF,QPR,Premier League,24.0,29,2360,6,2,2014-2015,True,0.3051
Rio Ferdinand,ENG,DF,QPR,Premier League,35.0,11,990,0,0,2014-2015,False,0.0
Julien Féret,FRA,MF,Caen,Ligue 1,32.0,37,2920,5,5,2014-2015,True,0.3082
Bruno Fernandes,POR,"FW,MF",Udinese,Serie A,19.0,31,1611,3,2,2014-2015,True,0.2793
Gelson Fernandes,SUI,MF,Rennes,Ligue 1,27.0,33,2787,0,0,2014-2015,False,0.0
Álex Fernández,ESP,"DF,MF",Espanyol,La Liga,21.0,5,167,0,0,2014-2015,False,0.0
Augusto Fernández,ARG,MF,Celta Vigo,La Liga,28.0,30,2114,1,0,2014-2015,False,0.0426
Borja Fernández,ESP,MF,Eibar,La Liga,33.0,16,1125,1,0,2014-2015,False,0.08
Borja Fernández,ESP,MF,Celta Vigo,La Liga,18.0,6,202,0,0,2014-2015,False,0.0
Carlos Fernández,ESP,FW,Sevilla,La Liga,18.0,1,9,0,0,2014-2015,False,0.0
Federico Fernández,ARG,DF,Swansea City,Premier League,25.0,28,2475,0,0,2014-2015,False,0.0
Matías Fernández,CHI,MF,Fiorentina,Serie A,28.0,29,2050,2,6,2014-2015,True,0.3512
Fernandinho,BRA,"DF,MF",Manchester City,Premier League,29.0,33,2269,3,3,2014-2015,True,0.238
Fernandinho,BRA,"FW,MF",Hellas Verona,Serie A,28.0,6,148,0,0,2014-2015,False,0.0
Fernando,BRA,"DF,MF",Manchester City,Premier League,27.0,25,1879,2,2,2014-2015,True,0.1916
Jordan Ferri,FRA,MF,Lyon,Ligue 1,22.0,35,2605,1,0,2014-2015,False,0.0345
Giannis Fetfatzidis,GRE,MF,Genoa,Serie A,23.0,5,218,2,0,2014-2015,False,0.8257
Giannis Fetfatzidis,GRE,MF,Chievo,Serie A,23.0,4,86,0,0,2014-2015,False,0.0
Markus Feulner,GER,MF,Augsburg,Bundesliga,32.0,25,1967,1,0,2014-2015,False,0.0458
Fidel,ESP,"FW,MF",Córdoba,La Liga,24.0,25,1425,1,1,2014-2015,True,0.1263
Diogo Figueiras,POR,"DF,MF",Sevilla,La Liga,23.0,24,1832,1,2,2014-2015,True,0.1474
Maynor Figueroa,HON,DF,Hull City,Premier League,31.0,3,213,0,0,2014-2015,False,0.0
Gian Filippo Felicioli,ITA,"DF,MF",Milan,Serie A,16.0,1,7,0,0,2014-2015,False,0.0
Alfreð Finnbogason,ISL,FW,Real Sociedad,La Liga,25.0,25,817,2,1,2014-2015,True,0.3305
Bård Finne,NOR,"FW,MF",Köln,Bundesliga,19.0,10,246,1,0,2014-2015,False,0.3659
Roberto Firmino,BRA,"FW,MF",Hoffenheim,Bundesliga,22.0,33,2909,7,10,2014-2015,True,0.526
Mathieu Flamini,FRA,MF,Arsenal,Premier League,30.0,23,1460,1,1,2014-2015,True,0.1233
Darren Fletcher,SCO,MF,Manchester Utd,Premier League,30.0,11,369,0,0,2014-2015,False,0.0
Darren Fletcher,SCO,MF,West Brom,Premier League,30.0,15,1350,1,0,2014-2015,False,0.0667
Steven Fletcher,SCO,FW,Sunderland,Premier League,27.0,30,1784,5,2,2014-2015,True,0.3531
Sergio Floccari,ITA,FW,Sassuolo,Serie A,32.0,27,996,2,0,2014-2015,False,0.1807
Alessandro Florenzi,ITA,"DF,FW",Roma,Serie A,23.0,35,2298,5,4,2014-2015,True,0.3525
Antonio Floro Flores,ITA,FW,Sassuolo,Serie A,31.0,29,1110,2,1,2014-2015,True,0.2432
Johannes Flum,GER,MF,Eintracht Frankfurt,Bundesliga,26.0,7,164,0,0,2014-2015,False,0.0
Gueïda Fofana,FRA,"DF,MF",Lyon,Ligue 1,23.0,2,44,0,0,2014-2015,False,0.0
Mohamed Fofana,MLI,DF,Reims,Ligue 1,29.0,13,1092,0,0,2014-2015,False,0.0
Leonardo Fontanesi,ITA,DF,Sassuolo,Serie A,18.0,3,246,0,0,2014-2015,False,0.0
Andreu Fontàs,ESP,DF,Celta Vigo,La Liga,24.0,34,2985,0,0,2014-2015,False,0.0
José Fonte,POR,DF,Southampton,Premier League,30.0,37,3330,0,1,2014-2015,True,0.027
Fraser Forster,ENG,GK,Southampton,Premier League,26.0,30,2623,0,0,2014-2015,False,0.0
Odaïr Fortes,CPV,"FW,MF",Reims,Ligue 1,27.0,33,2184,2,3,2014-2015,True,0.206
Ben Foster,ENG,GK,West Brom,Premier League,31.0,28,2485,0,0,2014-2015,False,0.0
Dimitri Foulquier,FRA,"DF,MF",Granada,La Liga,21.0,25,1697,0,2,2014-2015,True,0.1061
Patrick Fradj,FRA,DF,Lens,Ligue 1,22.0,1,10,0,0,2014-2015,False,0.0
Edimar Fraga,BRA,"DF,MF",Córdoba,La Liga,28.0,17,1497,0,0,2014-2015,False,0.0
Edimar Fraga,BRA,"DF,MF",Chievo,Serie A,28.0,1,10,0,0,2014-2015,False,0.0
Franco Fragapane,ARG,"FW,MF",Elche,La Liga,21.0,1,26,0,0,2014-2015,False,0.0
Mike Frantz,GER,"FW,MF",Freiburg,Bundesliga,27.0,25,1194,4,1,2014-2015,True,0.3769
Sebastian Freis,GER,"FW,MF",Freiburg,Bundesliga,29.0,7,344,0,0,2014-2015,False,0.0
Michael Frey,SUI,FW,Lille,Ligue 1,20.0,15,712,2,0,2014-2015,False,0.2528
Nicolas Frey,FRA,DF,Chievo,Serie A,30.0,31,2645,0,1,2014-2015,True,0.034
Giorgio Frezzolini,ITA,GK,Atalanta,Serie A,38.0,1,34,0,0,2014-2015,False,0.0
Marvin Friedrich,GER,DF,Schalke 04,Bundesliga,18.0,5,246,0,0,2014-2015,False,0.0
Clemens Fritz,GER,"DF,MF",Werder Bremen,Bundesliga,33.0,27,2253,0,2,2014-2015,True,0.0799
Lukas Fröde,GER,"DF,MF",Werder Bremen,Bundesliga,19.0,1,1,0,0,2014-2015,False,0.0
Zeki Fryers,ENG,DF,Crystal Palace,Premier League,21.0,1,4,0,0,2014-2015,False,0.0
Christian Fuchs,AUT,"DF,MF",Schalke 04,Bundesliga,28.0,25,1713,2,4,2014-2015,True,0.3152
Javi Fuego,ESP,MF,Valencia,La Liga,30.0,35,2998,3,1,2014-2015,True,0.1201
Jay Fulton,SCO,MF,Swansea City,Premier League,20.0,2,115,0,0,2014-2015,False,0.0
Darnell Furlong,ENG,"DF,MF",QPR,Premier League,18.0,3,225,0,0,2014-2015,False,0.0
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,22.0,13,975,7,2,2014-2015,True,0.8308
Manolo Gabbiadini,ITA,FW,Napoli,Serie A,22.0,20,862,8,1,2014-2015,True,0.9397
Gabi,ESP,MF,Atlético Madrid,La Liga,31.0,34,2589,0,5,2014-2015,True,0.1738
Marvin Gakpa,FRA,"FW,MF",Lorient,Ligue 1,20.0,2,38,0,0,2014-2015,False,0.0
Serge Gakpé,TOG,"FW,MF",Nantes,Ligue 1,27.0,33,2213,3,2,2014-2015,True,0.2033
Daniele Galloppa,ITA,MF,Parma,Serie A,29.0,17,711,0,1,2014-2015,True,0.1266
Brendan Galloway,ZIM,DF,Everton,Premier League,18.0,2,173,0,0,2014-2015,False,0.0
Álex Gálvez,ESP,"DF,MF",Werder Bremen,Bundesliga,25.0,20,1533,1,1,2014-2015,True,0.1174
Rafa Gálvez,ESP,"DF,MF",Elche,La Liga,21.0,4,122,0,0,2014-2015,False,0.0
Alessandro Gamberini,ITA,DF,Chievo,Serie A,32.0,20,1405,0,0,2014-2015,False,0.0
Cristian Gamboa,CRC,"DF,MF",West Brom,Premier League,24.0,10,242,0,1,2014-2015,True,0.3719
Kévin Gameiro,FRA,FW,Sevilla,La Liga,27.0,26,960,8,2,2014-2015,True,0.9375
Jesús Gámez,ESP,DF,Atlético Madrid,La Liga,29.0,14,1083,0,0,2014-2015,False,0.0
Idrissa Gana Gueye,SEN,MF,Lille,Ligue 1,24.0,32,2735,4,2,2014-2015,True,0.1974
Dominic Gape,ENG,MF,Southampton,Premier League,19.0,1,2,0,0,2014-2015,False,0.0
Luke Garbutt,ENG,"DF,MF",Everton,Premier League,21.0,4,287,0,0,2014-2015,False,0.0
Borja García,ESP,"FW,MF",Córdoba,La Liga,23.0,28,1970,1,3,2014-2015,True,0.1827
Dani García,ESP,MF,Eibar,La Liga,24.0,34,2951,1,2,2014-2015,True,0.0915
