player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Alex Di Rocco,FRA,FW,Saint-Étienne,Division 1,29,6,424,1,0,2000-2001,False,0.2123
Alex Di Rocco,FRA,FW,Sedan,Division 1,29,4,160,0,0,2000-2001,False,0.0
Antonio Di Salvo,GER,FW,Bayern Munich,Bundesliga,21,6,103,0,0,2000-2001,False,0.0
David Di Tommaso,FRA,DF,Sedan,Division 1,20,10,630,0,0,2000-2001,False,0.0
Marco Di Vaio,ITA,FW,Parma,Serie A,24,27,1701,15,1,2000-2001,True,0.8466
Giorgio Di Vicino,ITA,MF,Napoli,Serie A,20,6,199,0,0,2000-2001,False,0.0
Lassina Diabaté,CIV,"DF,MF",Bordeaux,Division 1,25,16,855,0,0,2000-2001,False,0.0
Aimo Diana,ITA,"DF,MF",Brescia,Serie A,22,31,2741,2,3,2000-2001,True,0.1642
Salif Diao,SEN,MF,Sedan,Division 1,23,26,1566,0,0,2000-2001,False,0.0
Boubacar Diarra,MLI,DF,Freiburg,Bundesliga,21,34,2929,1,0,2000-2001,False,0.0307
Alex Dias,BRA,FW,Saint-Étienne,Division 1,28,25,2086,13,2,2000-2001,True,0.6472
Lamine Diatta,SEN,DF,Rennes,Division 1,25,23,1633,2,0,2000-2001,False,0.1102
Fousseni Diawara,MLI,DF,Saint-Étienne,Division 1,19,17,941,2,0,2000-2001,False,0.1913
Kaba Diawara,GUI,FW,West Ham United,Premier League,24,10,577,0,0,2000-2001,False,0.0
Kaba Diawara,GUI,FW,Paris Saint-Germain,Division 1,24,1,45,0,0,2000-2001,False,0.0
Christian Díaz,ARG,"DF,MF",Udinese,Serie A,24,31,2470,1,4,2000-2001,True,0.1822
Iván Díaz Ruiz,ESP,MF,Espanyol,La Liga,22,14,902,0,0,2000-2001,False,0.0
Pablo Díaz Stalla,ESP,DF,Zaragoza,La Liga,28,28,2396,1,0,2000-2001,False,0.0376
Giacomo Dicara,ITA,DF,Vicenza,Serie A,30,20,1648,1,0,2000-2001,False,0.0546
Danny Dichio,ENG,FW,Sunderland,Premier League,25,15,403,1,1,2000-2001,True,0.4467
Mirko Dickhaut,GER,"DF,MF",Bochum,Bundesliga,29,20,1516,0,0,2000-2001,False,0.0
Paul Dickov,SCO,FW,Manchester City,Premier League,27,21,1432,4,2,2000-2001,True,0.3771
Dida,BRA,GK,Milan,Serie A,26,1,90,0,0,2000-2001,False,0.0
Nicolas Dieuze,FRA,MF,Toulouse,Division 1,21,22,1628,5,2,2000-2001,True,0.387
Bernard Diomède,FRA,"FW,MF",Liverpool,Premier League,26,2,108,0,0,2000-2001,False,0.0
Davide Dionigi,ITA,MF,Reggina,Serie A,26,21,1705,6,2,2000-2001,True,0.4223
Sylvain Distin,FRA,DF,Paris Saint-Germain,Division 1,22,28,2362,1,0,2000-2001,False,0.0381
Lee Dixon,ENG,DF,Arsenal,Premier League,36,29,2382,1,2,2000-2001,True,0.1134
Djalminha,BRA,"FW,MF",Dep La Coruña,La Liga,29,21,1318,9,6,2000-2001,True,1.0243
Martin Djetou,FRA,"DF,MF",Monaco,Division 1,25,29,2551,1,1,2000-2001,True,0.0706
Bojan Djordjic,SWE,MF,Manchester Utd,Premier League,18,1,13,0,0,2000-2001,False,0.0
Youri Djorkaeff,FRA,"FW,MF",Kaiserslautern,Bundesliga,32,26,1964,3,6,2000-2001,True,0.4124
Domenico Doardo,ITA,GK,Hellas Verona,Serie A,26,5,328,0,0,2000-2001,False,0.0
Jason Dodd,ENG,DF,Southampton,Premier League,29,31,2587,1,1,2000-2001,True,0.0696
Gary Doherty,IRL,"DF,FW",Tottenham Hotspur,Premier League,20,22,1679,3,1,2000-2001,True,0.2144
Thomas Doll,GER,"FW,MF",Hamburger SV,Bundesliga,34,7,103,0,1,2000-2001,True,0.8738
Didier Domi,FRA,DF,Newcastle United,Premier League,22,14,1018,0,0,2000-2001,False,0.0
Didier Domi,FRA,DF,Paris Saint-Germain,Division 1,22,8,559,0,1,2000-2001,True,0.161
Carlos Domínguez,ESP,FW,Mallorca,La Liga,23,22,746,4,0,2000-2001,False,0.4826
José Dominguez,POR,MF,Tottenham Hotspur,Premier League,26,2,25,0,0,2000-2001,False,0.0
José Dominguez,POR,MF,Kaiserslautern,Bundesliga,26,7,382,1,0,2000-2001,False,0.2356
Cyril Domoraud,CIV,DF,Bastia,Division 1,29,21,1801,1,0,2000-2001,False,0.05
Marco Donadel,ITA,MF,Milan,Serie A,17,1,14,0,0,2000-2001,False,0.0
Massimo Donati,ITA,MF,Atalanta,Serie A,19,26,1857,1,2,2000-2001,True,0.1454
Donato,ESP,"DF,MF",Dep La Coruña,La Liga,37,29,2457,3,0,2000-2001,False,0.1099
Lee Dong-gook,KOR,FW,Werder Bremen,Bundesliga,21,7,126,0,0,2000-2001,False,0.0
Cristiano Doni,ITA,MF,Atalanta,Serie A,27,27,2302,7,2,2000-2001,True,0.3519
Georgi Donkov,BUL,FW,Köln,Bundesliga,30,19,286,1,1,2000-2001,True,0.6294
Doriva,BRA,MF,Celta Vigo,La Liga,28,17,1207,1,0,2000-2001,False,0.0746
Régis Dorn,FRA,FW,Freiburg,Bundesliga,20,15,373,4,0,2000-2001,False,0.9651
Manuel dos Santos,FRA,DF,Marseille,Division 1,26,27,2032,0,0,2000-2001,False,0.0
Vincent Doukantié,MLI,"DF,MF",Strasbourg,Division 1,23,3,242,0,0,2000-2001,False,0.0
Mark Draper,ENG,MF,Southampton,Premier League,29,22,1560,1,1,2000-2001,True,0.1154
Bernd Dreher,GER,GK,Bayern Munich,Bundesliga,33,1,90,0,0,2000-2001,False,0.0
Björn Dreyer,GER,MF,Freiburg,Bundesliga,23,3,169,1,0,2000-2001,False,0.5325
Zdravko Drinčić,MNE,FW,Bochum,Bundesliga,28,16,829,3,0,2000-2001,False,0.3257
Michael Duberry,ENG,DF,Leeds United,Premier League,24,5,406,0,0,2000-2001,False,0.0
Dion Dublin,ENG,"DF,FW",Aston Villa,Premier League,31,33,2640,8,4,2000-2001,True,0.4091
Cyril Dubroca,FRA,DF,Toulouse,Division 1,19,2,113,0,0,2000-2001,False,0.0
Pierre Ducrocq,FRA,"DF,MF",Paris Saint-Germain,Division 1,23,27,1710,0,1,2000-2001,True,0.0526
Christophe Dugarry,FRA,"FW,MF",Bordeaux,Division 1,28,22,1639,5,4,2000-2001,True,0.4942
Rein van Duijnhoven,NED,GK,Bochum,Bundesliga,32,33,2918,0,0,2000-2001,False,0.0
Franck Dumas,FRA,"DF,MF",Lens,Division 1,32,25,2223,0,0,2000-2001,False,0.0
Sean Dundee,GER,FW,Stuttgart,Bundesliga,27,28,2188,5,3,2000-2001,True,0.3291
Terry Dunfield,CAN,MF,Manchester City,Premier League,18,1,58,0,0,2000-2001,False,0.0
Richard Dunne,IRL,DF,Manchester City,Premier League,20,25,2139,0,0,2000-2001,False,0.0
Richard Dunne,IRL,DF,Everton,Premier League,20,3,270,0,0,2000-2001,False,0.0
Ljubiša Dunđerski,SRB,MF,Atalanta,Serie A,28,12,607,0,1,2000-2001,True,0.1483
Éric Durand,FRA,GK,Bastia,Division 1,34,33,2953,0,0,2000-2001,False,0.0
Aldo Duscher,ARG,MF,Dep La Coruña,La Liga,21,5,143,0,0,2000-2001,False,0.0
Richard Dutruel,FRA,GK,Barcelona,La Liga,27,15,1276,0,0,2000-2001,False,0.0
Markus Dworrak,GER,"FW,MF",Köln,Bundesliga,22,3,30,0,0,2000-2001,False,0.0
Kieron Dyer,ENG,MF,Newcastle United,Premier League,21,26,2214,5,5,2000-2001,True,0.4065
Anel Džaka,GER,MF,Leverkusen,Bundesliga,19,1,4,0,0,2000-2001,False,0.0
Janosch Dziwior,GER,"DF,MF",Köln,Bundesliga,25,24,1843,0,3,2000-2001,True,0.1465
Darren Eadie,ENG,MF,Leicester City,Premier League,25,24,1457,2,1,2000-2001,True,0.1853
Olivier Echouafni,FRA,MF,Rennes,Division 1,27,33,2774,3,0,2000-2001,False,0.0973
Johnny Ecker,FRA,DF,Lille,Division 1,27,33,2862,2,0,2000-2001,False,0.0629
Richard Edghill,ENG,DF,Manchester City,Premier League,25,6,500,0,0,2000-2001,False,0.0
Edmílson,BRA,"DF,MF",Lyon,Division 1,24,24,2072,1,1,2000-2001,True,0.0869
Edmundo,BRA,"FW,MF",Napoli,Serie A,29,17,1421,4,0,2000-2001,False,0.2533
Edu,BRA,"FW,MF",Celta Vigo,La Liga,21,31,2134,2,3,2000-2001,True,0.2109
Marc Edworthy,ENG,DF,Coventry City,Premier League,27,24,1811,1,0,2000-2001,False,0.0497
Stefan Effenberg,GER,MF,Bayern Munich,Bundesliga,31,20,1740,4,5,2000-2001,True,0.4655
Dan Eggen,NOR,DF,Alavés,La Liga,30,30,2078,2,0,2000-2001,False,0.0866
Christophe Eggimann,FRA,GK,Strasbourg,Division 1,23,5,381,0,0,2000-2001,False,0.0
Trond Egil Soltvedt,NOR,MF,Southampton,Premier League,33,6,366,1,0,2000-2001,False,0.2459
Ugo Ehiogu,ENG,DF,Middlesbrough,Premier League,27,21,1804,3,1,2000-2001,True,0.1996
Ugo Ehiogu,ENG,DF,Aston Villa,Premier League,27,2,152,0,0,2000-2001,False,0.0
Uwe Ehlers,GER,DF,1860 Munich,Bundesliga,25,15,836,0,0,2000-2001,False,0.0
Fabrice Ehret,FRA,"DF,MF",Strasbourg,Division 1,20,20,1127,0,0,2000-2001,False,0.0
Yves Eigenrauch,GER,DF,Schalke 04,Bundesliga,29,7,103,0,0,2000-2001,False,0.0
Dieter Eilts,GER,MF,Werder Bremen,Bundesliga,35,29,2314,0,4,2000-2001,True,0.1556
Giovane Élber,BRA,FW,Bayern Munich,Bundesliga,28,27,2056,15,6,2000-2001,True,0.9193
Marcelino Elena,ESP,DF,Newcastle United,Premier League,28,6,451,0,0,2000-2001,False,0.0
Matt Elliott,SCO,DF,Leicester City,Premier League,31,34,2971,2,1,2000-2001,True,0.0909
Steve Elliott,ENG,DF,Derby County,Premier League,21,6,444,0,0,2000-2001,False,0.0
Kevin Ellison,ENG,MF,Leicester City,Premier League,21,1,6,0,0,2000-2001,False,0.0
Wagneau Eloi,HAI,FW,Monaco,Division 1,26,5,312,2,0,2000-2001,False,0.5769
Cédric Elzéard,FRA,DF,Sedan,Division 1,25,27,2290,0,0,2000-2001,False,0.0
Mohamed Emara,EGY,"DF,MF",Hansa Rostock,Bundesliga,26,24,1908,0,4,2000-2001,True,0.1887
Emerson,BRA,MF,Roma,Serie A,24,13,1007,3,1,2000-2001,True,0.3575
Emerson,BRA,MF,Dep La Coruña,La Liga,28,28,1858,0,1,2000-2001,True,0.0484
Jochen Endreß,GER,DF,Stuttgart,Bundesliga,27,10,516,0,0,2000-2001,False,0.0
Vicente Engonga,ESP,MF,Mallorca,La Liga,34,31,2374,2,3,2000-2001,True,0.1896
Luis Enrique,ESP,"FW,MF",Barcelona,La Liga,30,28,2181,9,1,2000-2001,True,0.4127
Hugo Enyinnaya,NGA,FW,Bari,Serie A,19,7,300,0,0,2000-2001,False,0.0
Stefano Eranio,ITA,MF,Derby County,Premier League,33,28,1843,2,6,2000-2001,True,0.3907
Arif Erdem,TUR,FW,Real Sociedad,La Liga,28,2,75,1,0,2000-2001,False,1.2
Fabian Ernst,GER,MF,Werder Bremen,Bundesliga,21,28,2107,2,0,2000-2001,False,0.0854
Thomas Ernst,GER,GK,Stuttgart,Bundesliga,32,2,180,0,0,2000-2001,False,0.0
Thomas Ernst,GER,GK,Bochum,Bundesliga,32,1,34,0,0,2000-2001,False,0.0
Gerard Escoda,ESP,FW,Villarreal,La Liga,28,21,684,2,0,2000-2001,False,0.2632
Julien Escudé,FRA,DF,Rennes,Division 1,20,28,2104,0,1,2000-2001,True,0.0428
Juan Esnáider,ARG,FW,Zaragoza,La Liga,27,18,1487,11,0,2000-2001,False,0.6658
Mario Espartero,FRA,MF,Metz,Division 1,22,10,623,2,0,2000-2001,False,0.2889
Marcelo Espina,ARG,MF,Racing Sant,La Liga,33,35,2441,2,3,2000-2001,True,0.1844
José Espinal,DOM,"FW,MF",Atalanta,Serie A,17,1,12,0,0,2000-2001,False,0.0
Vinicio Espinal,DOM,MF,Atalanta,Serie A,17,3,181,0,0,2000-2001,False,0.0
Carmine Esposito,ITA,FW,Vicenza,Serie A,29,12,447,0,0,2000-2001,False,0.0
Massimiliano Esposito,ITA,MF,Brescia,Serie A,28,18,945,0,0,2000-2001,False,0.0
Mauro Esposito,ITA,"FW,MF",Udinese,Serie A,21,3,100,0,0,2000-2001,False,0.0
Michael Essien,GHA,"DF,MF",Bastia,Division 1,17,12,309,1,1,2000-2001,True,0.5825
Esteban,ESP,GK,Oviedo,La Liga,25,38,3420,0,0,2000-2001,False,0.0
Maximiliano Estévez,ARG,FW,Racing Sant,La Liga,23,14,535,0,0,2000-2001,False,0.0
Matthew Etherington,ENG,MF,Tottenham Hotspur,Premier League,18,6,159,0,0,2000-2001,False,0.0
Samuel Eto'o,CMR,FW,Mallorca,La Liga,19,28,2115,11,6,2000-2001,True,0.7234
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,22,28,2171,5,3,2000-2001,True,0.3316
John Eustace,ENG,MF,Coventry City,Premier League,20,32,2079,2,1,2000-2001,True,0.1299
Evanílson,BRA,"DF,FW",Dortmund,Bundesliga,24,28,2442,3,4,2000-2001,True,0.258
Gareth Evans,ENG,DF,Leeds United,Premier League,19,1,33,0,0,2000-2001,False,0.0
Ian Evatt,ENG,DF,Derby County,Premier League,18,1,13,0,0,2000-2001,False,0.0
Eyjólfur,ISL,"DF,MF",Hertha BSC,Bundesliga,31,30,2284,3,2,2000-2001,True,0.197
Santiago Ezquerro,ESP,FW,Athletic Club,La Liga,23,19,1217,3,0,2000-2001,False,0.2219
Néstor Fabbri,ARG,DF,Nantes,Division 1,32,29,2579,4,2,2000-2001,True,0.2094
Luís Fabiano,BRA,FW,Rennes,Division 1,19,7,216,0,0,2000-2001,False,0.0
David Faderne,FRA,FW,Bastia,Division 1,30,2,37,0,0,2000-2001,False,0.0
Khalilou Fadiga,SEN,MF,Auxerre,Division 1,25,21,1509,1,0,2000-2001,False,0.0596
Abdelilah Fahmi,MAR,DF,Lille,Division 1,26,21,1818,0,0,2000-2001,False,0.0
Frank Fahrenhorst,GER,DF,Bochum,Bundesliga,22,18,1032,2,0,2000-2001,False,0.1744
Vasco Faísca,POR,DF,Vicenza,Serie A,19,1,6,0,0,2000-2001,False,0.0
Giulio Falcone,ITA,DF,Bologna,Serie A,26,29,2560,0,0,2000-2001,False,0.0
Gianluca Falsini,ITA,DF,Parma,Serie A,24,13,1010,0,0,2000-2001,False,0.0
Javier Farinós,ESP,MF,Inter,Serie A,22,21,1074,1,1,2000-2001,True,0.1676
Pontus Farnerud,SWE,MF,Monaco,Division 1,20,21,1285,3,2,2000-2001,True,0.3502
Stefano Fattori,ITA,DF,Vicenza,Serie A,28,2,180,0,0,2000-2001,False,0.0
Giuseppe Favalli,ITA,DF,Lazio,Serie A,28,27,2155,0,0,2000-2001,False,0.0
Amdy Faye,SEN,"DF,MF",Auxerre,Division 1,23,24,1687,1,0,2000-2001,False,0.0533
Pascal Feindouno,GUI,"FW,MF",Bordeaux,Division 1,19,14,447,1,0,2000-2001,False,0.2013
José Félix Guerrero,ESP,MF,Real Sociedad,La Liga,24,1,22,0,0,2000-2001,False,0.0
Karim Fellahi,FRA,MF,Saint-Étienne,Division 1,25,19,575,0,0,2000-2001,False,0.0
Les Ferdinand,ENG,FW,Tottenham Hotspur,Premier League,33,28,2070,10,1,2000-2001,True,0.4783
Rio Ferdinand,ENG,DF,Leeds United,Premier League,21,23,2070,2,0,2000-2001,False,0.087
Rio Ferdinand,ENG,DF,West Ham United,Premier League,21,12,979,0,0,2000-2001,False,0.0
Duncan Ferguson,SCO,FW,Everton,Premier League,28,12,795,6,2,2000-2001,True,0.9057
Abelardo Fernández,ESP,DF,Barcelona,La Liga,30,19,1598,1,1,2000-2001,True,0.1126
Alex Fernández,ESP,MF,Osasuna,La Liga,26,29,2407,5,4,2000-2001,True,0.3365
Fernando,ESP,MF,Dep La Coruña,La Liga,28,14,712,3,1,2000-2001,True,0.5056
Fernando,ESP,"FW,MF",Valladolid,La Liga,21,25,1919,5,3,2000-2001,True,0.3752
Marco Ferrante,ITA,FW,Inter,Serie A,29,11,411,1,0,2000-2001,False,0.219
Ciro Ferrara,ITA,DF,Juventus,Serie A,33,23,1472,1,0,2000-2001,False,0.0611
Claudio Ferrarese,ITA,MF,Hellas Verona,Serie A,21,2,39,0,0,2000-2001,False,0.0
Matteo Ferrari,ITA,DF,Inter,Serie A,20,19,1597,0,0,2000-2001,False,0.0
Demetrius Ferreira,BRA,DF,Bastia,Division 1,26,32,2745,1,1,2000-2001,True,0.0656
Patxi Ferreira,ESP,DF,Rayo Vallecano,La Liga,33,12,518,0,0,2000-2001,False,0.0
Albert Ferrer,ESP,DF,Chelsea,Premier League,30,14,997,0,0,2000-2001,False,0.0
Romain Ferrier,FRA,DF,Guingamp,Division 1,24,28,2386,1,2,2000-2001,True,0.1132
Fabrizio Ferron,ITA,GK,Hellas Verona,Serie A,34,32,2732,0,0,2000-2001,False,0.0
Jordi Ferrón,ESP,DF,Zaragoza,La Liga,21,18,347,0,1,2000-2001,True,0.2594
Gianluca Festa,ITA,DF,Middlesbrough,Premier League,31,25,1897,2,0,2000-2001,False,0.0949
Luís Figo,POR,"FW,MF",Real Madrid,La Liga,27,34,2945,9,17,2000-2001,True,0.7946
Antonio Filippini,ITA,"DF,MF",Brescia,Serie A,27,27,2100,1,1,2000-2001,True,0.0857
Emanuele Filippini,ITA,MF,Brescia,Serie A,27,27,1870,0,0,2000-2001,False,0.0
Giancarlo Filippini,ITA,DF,Hellas Verona,Serie A,31,2,56,0,0,2000-2001,False,0.0
Thorsten Fink,GER,MF,Bayern Munich,Bundesliga,32,24,1797,1,1,2000-2001,True,0.1002
Stefano Fiore,ITA,MF,Udinese,Serie A,25,34,3001,9,12,2000-2001,True,0.6298
Fabrice Fiorèse,FRA,"FW,MF",Guingamp,Division 1,25,32,2533,10,2,2000-2001,True,0.4264
Aldo Firicano,ITA,DF,Fiorentina,Serie A,33,3,60,0,0,2000-2001,False,0.0
Fabio Firmani,ITA,MF,Vicenza,Serie A,22,23,1550,1,1,2000-2001,True,0.1161
Andreas Fischer,GER,"DF,MF",Hamburger SV,Bundesliga,35,9,328,0,0,2000-2001,False,0.0
Yannick Fischer,FRA,DF,Strasbourg,Division 1,25,22,1647,0,0,2000-2001,False,0.0
Mark Fish,RSA,"DF,FW",Charlton Athletic,Premier League,26,24,2031,1,0,2000-2001,False,0.0443
Riccardo Fissore,ITA,DF,Lecce,Serie A,20,2,61,0,0,2000-2001,False,0.0
Curtis Fleming,IRL,DF,Middlesbrough,Premier League,31,30,2504,0,1,2000-2001,True,0.0359
Dirk Flock,GER,MF,Werder Bremen,Bundesliga,28,1,23,0,0,2000-2001,False,0.0
Antonio Floro Flores,ITA,FW,Napoli,Serie A,17,2,72,0,0,2000-2001,False,0.0
Tim Flowers,ENG,GK,Leicester City,Premier League,33,22,1877,0,0,2000-2001,False,0.0
Jimmy Floyd Hasselbaink,NED,FW,Chelsea,Premier League,28,35,2912,23,9,2000-2001,True,0.989
Marc-Vivien Foé,CMR,MF,Lyon,Division 1,25,25,2088,1,0,2000-2001,False,0.0431
Daniel Fonseca,URU,FW,Juventus,Serie A,30,2,30,0,0,2000-2001,False,0.0
Alberto Fontana,ITA,GK,Atalanta,Serie A,33,1,90,0,0,2000-2001,False,0.0
Alberto Fontana,ITA,GK,Napoli,Serie A,33,14,1217,0,0,2000-2001,False,0.0
Craig Forrest,CAN,GK,West Ham United,Premier League,32,4,315,0,0,2000-2001,False,0.0
Quinton Fortune,RSA,MF,Manchester Utd,Premier League,23,7,538,2,0,2000-2001,False,0.3346
Hubert Fournier,FRA,DF,Guingamp,Division 1,32,32,2829,1,3,2000-2001,True,0.1273
Robbie Fowler,ENG,FW,Liverpool,Premier League,25,27,1567,8,3,2000-2001,True,0.6318
Hayden Foxe,AUS,DF,West Ham United,Premier League,23,5,329,0,0,2000-2001,False,0.0
Fran,ESP,MF,Dep La Coruña,La Liga,31,27,1952,2,6,2000-2001,True,0.3689
Marco Franceschetti,ITA,MF,Hellas Verona,Serie A,33,5,264,0,0,2000-2001,False,0.0
Sergio Francisco,ESP,FW,Real Sociedad,La Liga,21,4,86,0,0,2000-2001,False,0.0
Jorge Francisco Vargas,CHI,DF,Reggina,Serie A,24,26,2120,1,0,2000-2001,False,0.0425
Leo Franco,ARG,GK,Mallorca,La Liga,23,27,2359,0,0,2000-2001,False,0.0
Franklin,BRA,FW,Energie Cottbus,Bundesliga,31,23,1313,4,1,2000-2001,True,0.3427
Paul Freier,GER,MF,Bochum,Bundesliga,21,22,1465,1,1,2000-2001,True,0.1229
Salvatore Fresi,ITA,DF,Napoli,Serie A,27,23,1641,1,1,2000-2001,True,0.1097
Jérôme Frétard,FRA,MF,Sedan,Division 1,24,13,1170,0,1,2000-2001,True,0.0769
Steffen Freund,GER,MF,Tottenham Hotspur,Premier League,30,21,1689,0,0,2000-2001,False,0.0
Sébastien Frey,FRA,GK,Inter,Serie A,20,28,2520,0,0,2000-2001,False,0.0
Torsten Frings,GER,MF,Werder Bremen,Bundesliga,23,29,2442,1,0,2000-2001,False,0.0369
Alexandre Frutos,FRA,"FW,MF",Metz,Division 1,18,3,17,0,0,2000-2001,False,0.0
Henri Fuchs,GER,FW,Hansa Rostock,Bundesliga,30,2,16,0,0,2000-2001,False,0.0
Miguel Fuentes,ESP,DF,Real Sociedad,La Liga,35,30,2117,0,0,2000-2001,False,0.0
Esteban Fuertes,ARG,FW,Lens,Division 1,27,26,1715,7,0,2000-2001,False,0.3673
Milan Fukal,CZE,"DF,MF",Hamburger SV,Bundesliga,25,12,631,1,2,2000-2001,True,0.4279
Nicola Fumai,NAN,,Bari,Serie A,19,1,18,0,0,2000-2001,False,0.0
Diego Fuser,ITA,MF,Parma,Serie A,31,26,1589,0,2,2000-2001,True,0.1133
Allan Gaarde,DEN,MF,Udinese,Serie A,25,8,182,0,1,2000-2001,True,0.4945
Igor Gabilondo,ESP,MF,Real Sociedad,La Liga,21,14,434,2,0,2000-2001,False,0.4147
Adriano Gabiru,BRA,MF,Marseille,Division 1,22,14,925,3,1,2000-2001,True,0.3892
Philippe Gaillot,FRA,DF,Metz,Division 1,35,25,1915,1,1,2000-2001,True,0.094
Walter Gaitán,ARG,"FW,MF",Villarreal,La Liga,23,4,147,0,0,2000-2001,False,0.0
Constantin Gâlcă,ROU,MF,Espanyol,La Liga,28,32,2766,3,2,2000-2001,True,0.1627
Kevin Gallacher,SCO,"FW,MF",Newcastle United,Premier League,33,19,1101,2,0,2000-2001,False,0.1635
Marcelo Gallardo,ARG,MF,Monaco,Division 1,24,26,2181,6,9,2000-2001,True,0.619
William Gallas,FRA,DF,Marseille,Division 1,22,29,2586,2,2,2000-2001,True,0.1392
Filippo Galli,ITA,DF,Brescia,Serie A,37,22,1505,0,0,2000-2001,False,0.0
Niccolò Galli,ITA,DF,Bologna,Serie A,17,1,8,0,0,2000-2001,False,0.0
Fabio Gallo,ITA,MF,Atalanta,Serie A,29,2,124,0,0,2000-2001,False,0.0
Jesús Galván,ESP,DF,Villarreal,La Liga,25,26,1667,0,0,2000-2001,False,0.0
Alessandro Gamberini,ITA,DF,Bologna,Serie A,18,15,1216,0,0,2000-2001,False,0.0
Raúl Gañán,ESP,DF,Alavés,La Liga,25,3,91,1,0,2000-2001,False,0.989
Leonel Gancedo,ARG,MF,Osasuna,La Liga,29,21,1644,2,1,2000-2001,True,0.1642
Ionel Ganea,ROU,FW,Stuttgart,Bundesliga,26,32,1958,8,4,2000-2001,True,0.5516
Maurizio Ganz,ITA,"FW,MF",Atalanta,Serie A,31,24,1385,5,0,2000-2001,False,0.3249
Alfonso Garcia,ESP,FW,Unterhaching,Bundesliga,30,7,119,0,0,2000-2001,False,0.0
José García Calvo,ESP,DF,Valladolid,La Liga,25,34,3035,2,0,2000-2001,False,0.0593
Carlos García,ESP,"DF,MF",Athletic Club,La Liga,29,7,630,0,0,2000-2001,False,0.0
Dani García,ESP,FW,Barcelona,La Liga,25,14,477,1,0,2000-2001,False,0.1887
David García,ESP,DF,Espanyol,La Liga,19,7,502,0,0,2000-2001,False,0.0
Gabri García,ESP,"DF,MF",Barcelona,La Liga,21,25,1800,2,0,2000-2001,False,0.1
Mauro García,ESP,DF,Rayo Vallecano,La Liga,29,25,1173,2,3,2000-2001,True,0.3836
Pablo García,URU,"DF,MF",Milan,Serie A,23,5,263,0,0,2000-2001,False,0.0
Raúl García,ESP,DF,Oviedo,La Liga,19,9,190,0,0,2000-2001,False,0.0
Anthony Gardner,ENG,DF,Tottenham Hotspur,Premier League,19,8,544,0,0,2000-2001,False,0.0
Mohammed Gargo,GHA,DF,Udinese,Serie A,25,21,1670,2,1,2000-2001,True,0.1617
Ander Garitano,ESP,MF,Zaragoza,La Liga,31,19,530,0,2,2000-2001,True,0.3396
Miki Garro,ESP,GK,Mallorca,La Liga,24,7,553,0,0,2000-2001,False,0.0
Paul Gascoigne,ENG,MF,Everton,Premier League,33,14,890,0,1,2000-2001,True,0.1011
Gaspar,ESP,DF,Oviedo,La Liga,21,18,1445,0,1,2000-2001,True,0.0623
Edu Gaspar,BRA,MF,Arsenal,Premier League,22,5,172,0,0,2000-2001,False,0.0
Fabio Gatti,ITA,MF,Perugia,Serie A,18,2,85,0,0,2000-2001,False,0.0
Gennaro Gattuso,ITA,MF,Milan,Serie A,22,24,1811,0,1,2000-2001,True,0.0497
Benjamin Gavanon,FRA,MF,Marseille,Division 1,19,1,9,0,0,2000-2001,False,0.0
Diego Gavilán,PAR,"DF,MF",Newcastle United,Premier League,20,1,5,0,0,2000-2001,False,0.0
Jason Gavin,IRL,DF,Middlesbrough,Premier League,20,14,1035,0,0,2000-2001,False,0.0
Marco Gebhardt,GER,"DF,MF",Eintracht Frankfurt,Bundesliga,27,17,1279,3,1,2000-2001,True,0.2815
Delfí Geli,ESP,DF,Alavés,La Liga,31,35,2976,2,5,2000-2001,True,0.2117
Giuseppe Gemiti,GER,"DF,MF",Eintracht Frankfurt,Bundesliga,19,3,205,0,0,2000-2001,False,0.0
Scot Gemmill,SCO,MF,Everton,Premier League,29,28,2274,2,1,2000-2001,True,0.1187
Régis Genaux,BEL,DF,Udinese,Serie A,26,2,52,0,0,2000-2001,False,0.0
Geni,ESP,FW,Oviedo,La Liga,20,10,424,1,1,2000-2001,True,0.4245
Finidi George,NGA,"FW,MF",Mallorca,La Liga,29,31,2297,5,1,2000-2001,True,0.2351
Gerardo,ESP,"DF,MF",Osasuna,La Liga,25,10,930,2,0,2000-2001,False,0.1935
Heiko Gerber,GER,"DF,MF",Stuttgart,Bundesliga,28,20,1547,2,0,2000-2001,False,0.1164
Geremi,CMR,"DF,MF",Real Madrid,La Liga,21,16,1125,0,2,2000-2001,True,0.16
Paul Gerrard,ENG,GK,Everton,Premier League,27,32,2879,0,0,2000-2001,False,0.0
Steven Gerrard,ENG,MF,Liverpool,Premier League,20,33,2523,7,2,2000-2001,True,0.321
Farid Ghazi,ALG,FW,Troyes,Division 1,26,14,633,2,0,2000-2001,False,0.2844
Giuliano Giannichedda,ITA,MF,Udinese,Serie A,25,31,2720,0,0,2000-2001,False,0.0
Kevin Gibbens,ENG,"FW,MF",Southampton,Premier League,20,3,73,0,0,2000-2001,False,0.0
Ryan Giggs,WAL,"FW,MF",Manchester Utd,Premier League,26,31,2218,5,8,2000-2001,True,0.5275
Alberto Gilardino,ITA,FW,Hellas Verona,Serie A,18,22,1000,3,1,2000-2001,True,0.36
