player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Joe Cole,ENG,MF,Chelsea,Premier League,27,26,1285,2,5,2009-2010,True,0.4903
Séamus Coleman,IRL,"DF,MF",Everton,Premier League,20,3,108,0,1,2009-2010,True,0.8333
Xavier Collin,FRA,DF,Montpellier,Ligue 1,34,19,998,0,0,2009-2010,False,0.0
Danny Collins,WAL,DF,Stoke City,Premier League,28,25,2081,0,1,2009-2010,True,0.0432
Danny Collins,WAL,DF,Sunderland,Premier League,28,3,270,0,0,2009-2010,False,0.0
James Collins,WAL,DF,West Ham United,Premier League,25,3,270,0,0,2009-2010,False,0.0
James Collins,WAL,DF,Aston Villa,Premier League,25,27,2369,1,0,2009-2010,False,0.038
Jack Collison,WAL,MF,West Ham United,Premier League,20,22,1654,2,3,2009-2010,True,0.2721
Roberto Colombo,ITA,GK,Bologna,Serie A,33,4,360,0,0,2009-2010,False,0.0
Diego Colotto,ARG,DF,Dep La Coruña,La Liga,28,30,2700,3,0,2009-2010,False,0.1
Gonzalo Colsa,ESP,MF,Racing Sant,La Liga,30,30,2535,3,1,2009-2010,True,0.142
Fabio Coltorti,SUI,GK,Racing Sant,La Liga,28,23,2001,0,0,2009-2010,False,0.0
Adrián Colunga,ESP,"FW,MF",Zaragoza,La Liga,24,16,856,7,0,2009-2010,False,0.736
Gianluca Comotto,ITA,DF,Fiorentina,Serie A,30,26,1910,0,2,2009-2010,True,0.0942
Lilian Compan,FRA,FW,Montpellier,Ligue 1,32,13,368,3,0,2009-2010,False,0.7337
Marvin Compper,GER,DF,Hoffenheim,Bundesliga,24,32,2734,1,0,2009-2010,False,0.0329
Matias Concha,SWE,DF,Bochum,Bundesliga,29,21,1611,0,0,2009-2010,False,0.0
Daniel Congré,FRA,DF,Toulouse,Ligue 1,24,33,2922,0,0,2009-2010,False,0.0
Andrea Consigli,ITA,GK,Atalanta,Serie A,22,31,2746,0,0,2009-2010,False,0.0
Diego Contento,GER,DF,Bayern Munich,Bundesliga,19,9,747,0,1,2009-2010,True,0.1205
Daniele Conti,ITA,MF,Cagliari,Serie A,30,32,2843,5,4,2009-2010,True,0.2849
Matteo Contini,ITA,DF,Zaragoza,La Liga,29,15,1311,1,1,2009-2010,True,0.1373
Matteo Contini,ITA,DF,Napoli,Serie A,29,13,1120,0,0,2009-2010,False,0.0
Roy Contout,FRA,FW,Auxerre,Ligue 1,24,33,1658,3,1,2009-2010,True,0.2171
Cosmin Contra,ROU,"DF,MF",Getafe,La Liga,33,3,36,0,0,2009-2010,False,0.0
Liam Cooper,SCO,DF,Hull City,Premier League,17,2,126,0,0,2009-2010,False,0.0
Ferdinando Coppola,ITA,GK,Atalanta,Serie A,31,8,674,0,0,2009-2010,False,0.0
Sébastien Corchia,FRA,"DF,MF",Le Mans,Ligue 1,18,35,2856,2,2,2009-2010,True,0.1261
Iván Córdoba,COL,DF,Inter,Serie A,32,21,1363,0,0,2009-2010,False,0.0
Jack Cork,ENG,"DF,MF",Burnley,Premier League,20,11,773,1,3,2009-2010,True,0.4657
Vedran Ćorluka,CRO,DF,Tottenham Hotspur,Premier League,23,29,2553,1,2,2009-2010,True,0.1058
Ferran Corominas,ESP,"FW,MF",Espanyol,La Liga,26,23,1061,1,1,2009-2010,True,0.1697
Corona,ESP,MF,Almería,La Liga,28,22,1223,1,2,2009-2010,True,0.2208
Bernardo Corradi,ITA,FW,Udinese,Serie A,33,19,367,0,0,2009-2010,False,0.0
Enrique Corrales,ESP,DF,Mallorca,La Liga,27,7,518,0,0,2009-2010,False,0.0
Leon Cort,GUY,DF,Burnley,Premier League,29,15,1291,0,1,2009-2010,True,0.0697
David Cortés,ESP,DF,Getafe,La Liga,29,20,1562,0,0,2009-2010,False,0.0
Andrea Cossu,ITA,MF,Cagliari,Serie A,29,33,2561,2,11,2009-2010,True,0.4569
Diego Costa,ESP,FW,Valladolid,La Liga,20,34,2858,8,4,2009-2010,True,0.3779
Eduardo Costa,BRA,MF,Monaco,Ligue 1,26,15,1243,0,1,2009-2010,True,0.0724
Manuel da Costa,MAR,DF,West Ham United,Premier League,23,15,1096,2,0,2009-2010,False,0.1642
Ricardo Costa,POR,DF,Wolfsburg,Bundesliga,28,11,901,1,0,2009-2010,False,0.0999
Ricardo Costa,POR,DF,Lille,Ligue 1,28,10,699,1,0,2009-2010,False,0.1288
Tino Costa,ARG,MF,Montpellier,Ligue 1,24,31,2667,7,6,2009-2010,True,0.4387
Adama Coulibaly,MLI,"DF,MF",Auxerre,Ligue 1,28,33,2957,1,1,2009-2010,True,0.0609
Kafoumba Coulibaly,CIV,MF,Nice,Ligue 1,23,27,2043,1,1,2009-2010,True,0.0881
Grégory Coupet,FRA,GK,Paris Saint-Germain,Ligue 1,36,16,1434,0,0,2009-2010,False,0.0
Laurent Courtois,FRA,MF,Grenoble Foot,Ligue 1,30,27,1865,1,0,2009-2010,False,0.0483
Daniel Cousin,GAB,FW,Hull City,Premier League,32,3,79,0,0,2009-2010,False,0.0
Mathieu Coutadeur,FRA,MF,Le Mans,Ligue 1,23,4,359,1,0,2009-2010,False,0.2507
Mathieu Coutadeur,FRA,MF,Monaco,Ligue 1,23,19,1073,0,1,2009-2010,True,0.0839
Jody Craddock,ENG,"DF,MF",Wolves,Premier League,34,33,2970,5,2,2009-2010,True,0.2121
Hernán Crespo,ARG,FW,Genoa,Serie A,34,16,699,5,0,2009-2010,False,0.6438
Hernán Crespo,ARG,FW,Parma,Serie A,34,13,886,1,2,2009-2010,True,0.3047
Richard Cresswell,ENG,FW,Stoke City,Premier League,31,2,65,0,0,2009-2010,False,0.0
Emílson Cribari,BRA,DF,Siena,Serie A,29,18,1550,0,0,2009-2010,False,0.0
Emílson Cribari,BRA,DF,Lazio,Serie A,29,10,621,0,0,2009-2010,False,0.0
Cris,BRA,DF,Lyon,Ligue 1,32,34,3060,4,0,2009-2010,False,0.1176
Domenico Criscito,ITA,"DF,MF",Genoa,Serie A,22,29,2424,2,2,2009-2010,True,0.1485
Peter Crouch,ENG,FW,Tottenham Hotspur,Premier League,28,38,2229,8,6,2009-2010,True,0.5653
Albert Crusat,ESP,"FW,MF",Almería,La Liga,27,33,2591,7,4,2009-2010,True,0.3821
Ibán Cuadrado,ESP,DF,Málaga,La Liga,30,4,315,0,0,2009-2010,False,0.0
Juan Cuadrado,COL,"DF,FW",Udinese,Serie A,21,11,457,0,0,2009-2010,False,0.0
Carlo Cudicini,ITA,GK,Tottenham Hotspur,Premier League,35,7,615,0,0,2009-2010,False,0.0
Carlos Cuéllar,ESP,DF,Aston Villa,Premier League,27,36,3239,2,1,2009-2010,True,0.0834
Mark Cullen,ENG,FW,Hull City,Premier League,17,3,196,1,0,2009-2010,False,0.4592
Carsten Cullmann,GER,DF,Köln,Bundesliga,33,3,137,0,0,2009-2010,False,0.0
Greg Cunningham,IRL,"DF,MF",Manchester City,Premier League,18,2,3,0,0,2009-2010,False,0.0
Gianluca Curci,ITA,GK,Siena,Serie A,24,36,3115,0,0,2009-2010,False,0.0
Alexandre Cuvillier,FRA,"FW,MF",Boulogne,Ligue 1,23,34,2448,4,3,2009-2010,True,0.2574
Gaetano D'Agostino,ITA,MF,Udinese,Serie A,27,20,1593,1,0,2009-2010,False,0.0565
Frédéric Da Rocha,FRA,MF,Boulogne,Ligue 1,34,30,1731,0,1,2009-2010,True,0.052
Bryan Dabo,BFA,MF,Montpellier,Ligue 1,17,1,7,0,0,2009-2010,False,0.0
Mouhamadou Dabo,FRA,DF,Saint-Étienne,Ligue 1,22,25,1906,0,0,2009-2010,False,0.0
Ousmane Dabo,FRA,MF,Lazio,Serie A,32,12,607,0,0,2009-2010,False,0.0
Christoph Dabrowski,GER,MF,Bochum,Bundesliga,30,29,2267,1,1,2009-2010,True,0.0794
Dady,CPV,FW,Osasuna,La Liga,27,10,346,1,1,2009-2010,True,0.5202
Filip Daems,BEL,DF,Gladbach,Bundesliga,30,18,1525,1,0,2009-2010,False,0.059
Dario Dainelli,ITA,DF,Fiorentina,Serie A,30,11,922,0,0,2009-2010,False,0.0
Dario Dainelli,ITA,DF,Genoa,Serie A,30,10,779,0,0,2009-2010,False,0.0
Felipe dal Belo,BRA,DF,Udinese,Serie A,25,3,206,0,0,2009-2010,False,0.0
Felipe dal Belo,BRA,DF,Fiorentina,Serie A,25,18,1385,0,0,2009-2010,False,0.0
Stéphane Dalmat,FRA,MF,Sochaux,Ligue 1,30,29,2392,4,1,2009-2010,True,0.1881
Gaël Danic,FRA,MF,Valenciennes,Ligue 1,27,29,1779,2,2,2009-2010,True,0.2024
Tomas Danilevičius,LTU,FW,Livorno,Serie A,31,26,1322,5,1,2009-2010,True,0.4085
Scott Dann,ENG,DF,Birmingham City,Premier League,22,30,2700,0,2,2009-2010,True,0.0667
Dante,BRA,DF,Gladbach,Bundesliga,25,32,2849,3,0,2009-2010,False,0.0948
Romain Danzé,FRA,"DF,MF",Rennes,Ligue 1,23,32,1986,2,0,2009-2010,False,0.0906
Fabio Daprelà,SUI,"DF,MF",West Ham United,Premier League,18,7,373,0,0,2009-2010,False,0.0
Stephen Darby,ENG,DF,Liverpool,Premier League,20,1,1,0,0,2009-2010,False,0.0
Pál Dárdai,HUN,MF,Hertha BSC,Bundesliga,33,17,951,0,0,2009-2010,False,0.0
Kévin das Neves,FRA,DF,Boulogne,Ligue 1,23,8,647,0,0,2009-2010,False,0.0
Jesús Dátolo,ARG,MF,Napoli,Serie A,25,13,537,1,0,2009-2010,False,0.1676
Charlie Davies,USA,FW,Sochaux,Ligue 1,23,8,547,2,0,2009-2010,False,0.3291
Curtis Davies,SLE,DF,Aston Villa,Premier League,24,2,180,1,0,2009-2010,False,0.5
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,32,37,3315,7,7,2009-2010,True,0.3801
Mark Davies,ENG,MF,Bolton Wanderers,Premier League,21,17,560,0,0,2009-2010,False,0.0
Simon Davies,WAL,MF,Fulham,Premier League,29,17,1001,0,2,2009-2010,True,0.1798
Sean Davis,ENG,MF,Bolton Wanderers,Premier League,29,3,233,0,0,2009-2010,False,0.0
Andy Dawson,ENG,DF,Hull City,Premier League,30,35,3065,1,0,2009-2010,False,0.0294
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,25,29,2337,2,0,2009-2010,False,0.077
Diego De Ascentis,ITA,MF,Atalanta,Serie A,33,17,1123,1,0,2009-2010,False,0.0801
Paolo De Ceglie,ITA,DF,Juventus,Serie A,22,25,1403,0,0,2009-2010,False,0.0
Ritchie De Laet,BEL,DF,Manchester Utd,Premier League,20,2,147,0,0,2009-2010,False,0.0
Alfonso De Lucia,ITA,GK,Livorno,Serie A,25,23,1994,0,0,2009-2010,False,0.0
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,26,33,2804,7,4,2009-2010,True,0.3531
Morgan De Sanctis,ITA,GK,Napoli,Serie A,32,38,3420,0,0,2009-2010,False,0.0
Lorenzo De Silvestri,ITA,"DF,MF",Fiorentina,Serie A,21,26,1764,1,2,2009-2010,True,0.1531
Daniele De Vezze,ITA,MF,Bari,Serie A,29,9,479,0,0,2009-2010,False,0.0
Andrea De Vito,ITA,DF,Milan,Serie A,17,1,12,0,0,2009-2010,False,0.0
Ángel Dealbert,ESP,DF,Valencia,La Liga,26,24,1989,0,0,2009-2010,False,0.0
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,24,31,2674,1,1,2009-2010,True,0.0673
Deco,POR,MF,Chelsea,Premier League,31,19,1238,2,2,2009-2010,True,0.2908
Dedê,BRA,DF,Dortmund,Bundesliga,31,16,926,0,1,2009-2010,True,0.0972
Zlatko Dedić,SVN,FW,Bochum,Bundesliga,24,27,1380,5,1,2009-2010,True,0.3913
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,26,34,2553,18,4,2009-2010,True,0.7756
Philipp Degen,SUI,"DF,FW",Liverpool,Premier League,26,7,332,0,0,2009-2010,False,0.0
Ashkan Dejagah,IRN,"FW,MF",Wolfsburg,Bundesliga,23,24,664,1,0,2009-2010,False,0.1355
Cristiano Del Grosso,ITA,DF,Siena,Serie A,26,36,2995,0,1,2009-2010,True,0.0301
Asier del Horno,ESP,DF,Valladolid,La Liga,28,13,1165,0,0,2009-2010,False,0.0
Manu del Moral,ESP,FW,Getafe,La Liga,25,36,1960,8,4,2009-2010,True,0.551
Simone Del Nero,ITA,"DF,FW",Lazio,Serie A,27,7,509,0,0,2009-2010,False,0.0
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,34,23,1532,9,3,2009-2010,True,0.705
Rory Delap,IRL,MF,Stoke City,Premier League,33,36,2879,0,0,2009-2010,False,0.0
Philippe Delaye,FRA,MF,Montpellier,Ligue 1,34,4,185,0,0,2009-2010,False,0.0
Nathan Delfouneso,ENG,"FW,MF",Aston Villa,Premier League,18,9,198,1,0,2009-2010,False,0.4545
César Delgado,ARG,"FW,MF",Lyon,Ligue 1,27,27,1251,4,1,2009-2010,True,0.3597
Paolo Dellafiore,ITA,DF,Parma,Serie A,24,23,1948,0,0,2009-2010,False,0.0
Fabian Delph,ENG,"DF,MF",Aston Villa,Premier League,19,8,291,0,0,2009-2010,False,0.0
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,28,27,2430,0,0,2009-2010,False,0.0
Gennaro Delvecchio,ITA,MF,Catania,Serie A,31,17,794,0,0,2009-2010,False,0.0
Bira Dembélé,FRA,DF,Boulogne,Ligue 1,21,22,1467,1,1,2009-2010,True,0.1227
Guy Demel,CIV,"DF,MF",Hamburger SV,Bundesliga,28,26,1980,1,1,2009-2010,True,0.0909
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,28,21,1577,1,0,2009-2010,False,0.0571
Yohan Demont,FRA,"DF,MF",Lens,Ligue 1,31,37,3312,1,4,2009-2010,True,0.1359
Clint Dempsey,USA,"FW,MF",Fulham,Premier League,26,29,2391,7,3,2009-2010,True,0.3764
Denílson,BRA,MF,Arsenal,Premier League,21,20,1567,4,1,2009-2010,True,0.2872
Germán Denis,ARG,FW,Napoli,Serie A,27,29,1489,5,2,2009-2010,True,0.4231
Edwin van der Sar,NED,GK,Manchester Utd,Premier League,38,21,1890,0,0,2009-2010,False,0.0
Rafael van der Vaart,NED,MF,Real Madrid,La Liga,26,26,1198,6,6,2009-2010,True,0.9015
Eren Derdiyok,SUI,FW,Leverkusen,Bundesliga,21,33,2606,12,4,2009-2010,True,0.5526
Geoffrey Dernis,FRA,"FW,MF",Montpellier,Ligue 1,28,15,610,3,1,2009-2010,True,0.5902
Daniele Dessena,ITA,MF,Cagliari,Serie A,22,29,1832,3,0,2009-2010,False,0.1474
Antoine Devaux,FRA,"DF,MF",Toulouse,Ligue 1,24,3,120,0,0,2009-2010,False,0.0
Davide Di Gennaro,ITA,"FW,MF",Livorno,Serie A,21,11,543,0,1,2009-2010,True,0.1657
Antonio Di Natale,ITA,FW,Udinese,Serie A,31,35,3010,29,4,2009-2010,True,0.9867
Franco Di Santo,ARG,FW,Blackburn Rovers,Premier League,20,22,1154,1,1,2009-2010,True,0.156
Marco Di Vaio,ITA,FW,Bologna,Serie A,33,30,2328,12,2,2009-2010,True,0.5412
Issiar Dia,SEN,"FW,MF",Nancy,Ligue 1,22,33,2430,8,2,2009-2010,True,0.3704
Cheick Diabaté,MLI,FW,Nancy,Ligue 1,21,2,11,0,0,2009-2010,False,0.0
Abou Diaby,FRA,MF,Arsenal,Premier League,23,29,2319,6,3,2009-2010,True,0.3493
Pape Diakhaté,SEN,DF,Saint-Étienne,Ligue 1,25,18,1620,1,0,2009-2010,False,0.0556
Drissa Diakité,MLI,"DF,MF",Nice,Ligue 1,24,31,2582,0,0,2009-2010,False,0.0
Modibo Diakité,FRA,DF,Lazio,Serie A,22,19,1118,0,0,2009-2010,False,0.0
Samba Diakité,MLI,MF,Nancy,Ligue 1,20,3,179,0,0,2009-2010,False,0.0
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,17,1,90,0,0,2009-2010,False,0.0
Alessandro Diamanti,ITA,"FW,MF",West Ham United,Premier League,26,27,1815,7,3,2009-2010,True,0.4959
Alessandro Diamanti,ITA,"FW,MF",Livorno,Serie A,26,1,79,0,0,2009-2010,False,0.0
Mohamed Diamé,SEN,MF,Wigan Athletic,Premier League,22,34,2852,1,1,2009-2010,True,0.0631
Souleymane Diamoutene,MLI,DF,Bari,Serie A,26,3,270,0,0,2009-2010,False,0.0
Salif Diao,SEN,MF,Stoke City,Premier League,32,16,943,1,1,2009-2010,True,0.1909
Alou Diarra,FRA,MF,Bordeaux,Ligue 1,28,30,2544,1,1,2009-2010,True,0.0708
Lassana Diarra,FRA,MF,Real Madrid,La Liga,24,23,1672,1,0,2009-2010,False,0.0538
Mahamadou Diarra,MLI,MF,Real Madrid,La Liga,28,15,489,0,0,2009-2010,False,0.0
Sigamary Diarra,MLI,"FW,MF",Lorient,Ligue 1,25,38,2797,4,0,2009-2010,False,0.1287
André Dias,BRA,DF,Lazio,Serie A,30,12,1080,2,0,2009-2010,False,0.1667
Rafaël Dias,FRA,MF,Sochaux,Ligue 1,18,2,40,0,0,2009-2010,False,0.0
Souleymane Diawara,SEN,DF,Marseille,Ligue 1,30,37,3329,4,0,2009-2010,False,0.1081
Cata Díaz,ARG,DF,Getafe,La Liga,30,30,2700,0,0,2009-2010,False,0.0
Ayoze Díaz Díaz,ESP,"DF,MF",Mallorca,La Liga,27,33,2929,0,1,2009-2010,True,0.0307
Dida,BRA,GK,Milan,Serie A,35,23,2066,0,0,2009-2010,False,0.0
Étienne Didot,FRA,MF,Toulouse,Ligue 1,26,26,2019,1,1,2009-2010,True,0.0892
Diego,BRA,MF,Juventus,Serie A,24,33,2539,5,6,2009-2010,True,0.3899
Luis Diego López,URU,DF,Cagliari,Serie A,34,18,1511,1,0,2009-2010,False,0.0596
Dennis Diekmeier,GER,"DF,MF",Nürnberg,Bundesliga,19,30,2575,0,2,2009-2010,True,0.0699
Nicolas Dieuze,FRA,MF,Grenoble Foot,Ligue 1,30,32,2412,4,1,2009-2010,True,0.1866
Didier Digard,FRA,MF,Nice,Ligue 1,23,12,861,1,0,2009-2010,False,0.1045
Kagisho Dikgacoi,RSA,MF,Fulham,Premier League,24,12,593,0,0,2009-2010,False,0.0
Aruna Dindane,CIV,FW,Portsmouth,Premier League,28,19,1472,8,2,2009-2010,True,0.6114
Dinei,BRA,FW,Tenerife,La Liga,25,23,539,0,1,2009-2010,True,0.167
Marcus Diniz,BRA,DF,Livorno,Serie A,21,21,1506,0,0,2009-2010,False,0.0
Carlos Diogo,URU,"DF,MF",Zaragoza,La Liga,26,15,1208,2,0,2009-2010,False,0.149
Federico Dionisi,ITA,FW,Livorno,Serie A,22,3,46,0,0,2009-2010,False,0.0
Papakouli Diop,SEN,MF,Racing Sant,La Liga,23,23,1827,1,0,2009-2010,False,0.0493
Sylvain Distin,FRA,DF,Portsmouth,Premier League,31,3,270,0,0,2009-2010,False,0.0
Sylvain Distin,FRA,DF,Everton,Premier League,31,29,2589,0,1,2009-2010,True,0.0348
Constant Djakpa,CIV,DF,Hannover 96,Bundesliga,22,24,1729,0,2,2009-2010,True,0.1041
Johan Djourou,SUI,DF,Arsenal,Premier League,22,1,29,0,0,2009-2010,False,0.0
Álvaro Domínguez,ESP,DF,Atlético Madrid,La Liga,20,26,2224,0,0,2009-2010,False,0.0
Chori Domínguez,ARG,"FW,MF",Valencia,La Liga,28,13,459,0,2,2009-2010,True,0.3922
Juan Domínguez,ESP,MF,Dep La Coruña,La Liga,19,13,782,0,0,2009-2010,False,0.0
Maurizio Domizzi,ITA,DF,Udinese,Serie A,29,13,1072,0,0,2009-2010,False,0.0
Valeri Domovchiyski,BUL,FW,Hertha BSC,Bundesliga,22,16,429,0,1,2009-2010,True,0.2098
Marco Donadel,ITA,MF,Fiorentina,Serie A,26,28,1737,0,0,2009-2010,False,0.0
Massimo Donati,ITA,MF,Bari,Serie A,28,32,2424,1,1,2009-2010,True,0.0743
Doni,BRA,GK,Roma,Serie A,29,7,552,0,0,2009-2010,False,0.0
Cristiano Doni,ITA,MF,Atalanta,Serie A,36,30,2033,2,4,2009-2010,True,0.2656
Landon Donovan,USA,"FW,MF",Everton,Premier League,27,10,647,2,3,2009-2010,True,0.6955
Helton Dos Reis,FRA,"DF,FW",Saint-Étienne,Ligue 1,21,4,300,0,0,2009-2010,False,0.0
Eduardo dos Santos,BRA,FW,Lens,Ligue 1,28,31,1760,5,2,2009-2010,True,0.358
Giovani dos Santos,MEX,"FW,MF",Tottenham Hotspur,Premier League,20,1,13,0,0,2009-2010,False,0.0
Jonathan dos Santos,MEX,MF,Barcelona,La Liga,19,3,114,0,0,2009-2010,False,0.0
Andrea Dossena,ITA,"DF,MF",Liverpool,Premier League,27,2,54,0,0,2009-2010,False,0.0
Andrea Dossena,ITA,"DF,MF",Napoli,Serie A,27,10,414,0,0,2009-2010,False,0.0
Mathieu Dossevi,TOG,"FW,MF",Le Mans,Ligue 1,21,31,1719,5,2,2009-2010,True,0.3665
Nicolas Douchez,FRA,GK,Rennes,Ligue 1,29,37,3330,0,0,2009-2010,False,0.0
Tongo Doumbia,MLI,MF,Rennes,Ligue 1,19,3,20,0,0,2009-2010,False,0.0
Stewart Downing,ENG,"FW,MF",Aston Villa,Premier League,25,25,2070,2,1,2009-2010,True,0.1304
Kevin Doyle,IRL,FW,Wolves,Premier League,25,34,2887,9,1,2009-2010,True,0.3117
Ivica Dragutinović,SRB,DF,Sevilla,La Liga,33,20,1794,2,0,2009-2010,False,0.1003
Boukary Dramé,SEN,"DF,MF",Sochaux,Ligue 1,24,23,1829,0,0,2009-2010,False,0.0
Royston Drenthe,NED,"DF,MF",Real Madrid,La Liga,22,8,282,0,0,2009-2010,False,0.0
Matthieu Dreyer,FRA,GK,Sochaux,Ligue 1,20,8,685,0,0,2009-2010,False,0.0
Jaroslav Drobný,CZE,GK,Hertha BSC,Bundesliga,29,30,2700,0,0,2009-2010,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,31,32,2770,29,10,2009-2010,True,1.2671
Cha Du-ri,KOR,"DF,MF",Freiburg,Bundesliga,29,23,1752,1,0,2009-2010,False,0.0514
Sebastián Dubarbier,ARG,"DF,FW",Lorient,Ligue 1,23,12,504,1,0,2009-2010,False,0.1786
Pierre Ducasse,FRA,MF,Lorient,Ligue 1,22,30,2198,1,1,2009-2010,True,0.0819
Guillaume Ducatel,FRA,MF,Boulogne,Ligue 1,30,27,1579,1,1,2009-2010,True,0.114
David Ducourtioux,FRA,"DF,MF",Valenciennes,Ligue 1,31,28,2269,3,2,2009-2010,True,0.1983
Duda,POR,"DF,FW",Málaga,La Liga,29,34,2884,8,7,2009-2010,True,0.4681
Dariusz Dudka,POL,"DF,MF",Auxerre,Ligue 1,25,19,1525,0,1,2009-2010,True,0.059
Damien Duff,IRL,"FW,MF",Fulham,Premier League,30,32,2537,6,3,2009-2010,True,0.3193
Michael Duff,NIR,DF,Burnley,Premier League,31,11,951,0,0,2009-2010,False,0.0
Matt Duke,ENG,GK,Hull City,Premier League,32,11,990,0,0,2009-2010,False,0.0
Stéphane Dumont,FRA,MF,Lille,Ligue 1,26,23,925,1,1,2009-2010,True,0.1946
David Dunn,ENG,MF,Blackburn Rovers,Premier League,29,23,1709,9,2,2009-2010,True,0.5793
Richard Dunne,IRL,DF,Aston Villa,Premier League,29,35,3131,3,0,2009-2010,False,0.0862
Richard Dunne,IRL,DF,Manchester City,Premier League,29,2,180,0,0,2009-2010,False,0.0
Frédéric Duplus,FRA,"DF,MF",Sochaux,Ligue 1,19,10,782,0,0,2009-2010,False,0.0
Kévin Dupuis,FRA,FW,Toulouse,Ligue 1,22,6,234,1,0,2009-2010,False,0.3846
Ján Ďurica,SVK,DF,Hannover 96,Bundesliga,27,9,729,0,0,2009-2010,False,0.0
Aldo Duscher,ARG,MF,Sevilla,La Liga,30,10,619,0,0,2009-2010,False,0.0
Kieron Dyer,ENG,MF,West Ham United,Premier League,30,10,362,0,1,2009-2010,True,0.2486
Edin Džeko,BIH,FW,Wolfsburg,Bundesliga,23,34,3002,22,6,2009-2010,True,0.8394
Blerim Džemaili,SUI,MF,Parma,Serie A,23,19,1357,0,2,2009-2010,True,0.1326
Nenad Džodić,SRB,"DF,MF",Montpellier,Ligue 1,32,17,1496,4,0,2009-2010,False,0.2406
Chris Eagles,ENG,MF,Burnley,Premier League,23,34,1975,2,3,2009-2010,True,0.2278
Craig Eastmond,ENG,"DF,MF",Arsenal,Premier League,18,4,172,0,0,2009-2010,False,0.0
Sylvan Ebanks-Blake,ENG,FW,Wolves,Premier League,23,23,1174,2,0,2009-2010,False,0.1533
Patrick Ebert,GER,"FW,MF",Hertha BSC,Bundesliga,22,16,1154,1,0,2009-2010,False,0.078
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,25,28,2376,1,0,2009-2010,False,0.0379
Emmanuel Eboué,CIV,"DF,MF",Arsenal,Premier League,26,25,1493,1,3,2009-2010,True,0.2411
Nathan Eccleston,ENG,FW,Liverpool,Premier League,18,1,13,0,0,2009-2010,False,0.0
Ion Echaide,ESP,DF,Osasuna,La Liga,21,2,166,0,0,2009-2010,False,0.0
Olivier Echouafni,FRA,MF,Nice,Ligue 1,36,20,1242,1,0,2009-2010,False,0.0725
Apoula Edel,ARM,GK,Paris Saint-Germain,Ligue 1,23,23,1986,0,0,2009-2010,False,0.0
Ederson,BRA,MF,Lyon,Ligue 1,23,24,1199,2,3,2009-2010,True,0.3753
David Edgar,CAN,DF,Burnley,Premier League,22,4,241,0,0,2009-2010,False,0.0
Edinho,POR,"FW,MF",Málaga,La Liga,27,10,355,2,0,2009-2010,False,0.507
Erik Edman,SWE,DF,Wigan Athletic,Premier League,30,3,187,0,0,2009-2010,False,0.0
Edmílson,BRA,"DF,MF",Zaragoza,La Liga,33,17,1226,0,0,2009-2010,False,0.0
Edu,BRA,FW,Schalke 04,Bundesliga,27,13,714,2,1,2009-2010,True,0.3782
Carlos Eduardo,BRA,"FW,MF",Hoffenheim,Bundesliga,22,33,2742,5,7,2009-2010,True,0.3939
David Edwards,WAL,MF,Wolves,Premier League,23,20,1354,1,0,2009-2010,False,0.0665
Mario Eggimann,SUI,DF,Hannover 96,Bundesliga,28,20,1281,0,0,2009-2010,False,0.0
Sebastián Eguren,URU,MF,Villarreal,La Liga,28,14,862,0,1,2009-2010,True,0.1044
Fabrice Ehret,FRA,"DF,MF",Köln,Bundesliga,29,29,1880,1,2,2009-2010,True,0.1436
Christian Eichner,GER,DF,Hoffenheim,Bundesliga,26,25,1856,1,1,2009-2010,True,0.097
Christian Eigler,GER,FW,Nürnberg,Bundesliga,25,24,1514,3,2,2009-2010,True,0.2972
Albin Ekdal,SWE,MF,Siena,Serie A,20,26,1690,1,0,2009-2010,False,0.0533
Eljero Elia,NED,"FW,MF",Hamburger SV,Bundesliga,22,24,1760,5,7,2009-2010,True,0.6136
Eliseu,POR,"DF,MF",Lazio,Serie A,25,2,16,0,0,2009-2010,False,0.0
Eliseu,POR,"DF,MF",Zaragoza,La Liga,25,21,1529,2,0,2009-2010,False,0.1177
Wade Elliott,ENG,MF,Burnley,Premier League,30,38,3121,4,4,2009-2010,True,0.2307
David Elm,SWE,FW,Fulham,Premier League,26,10,333,1,1,2009-2010,True,0.5405
Johan Elmander,SWE,FW,Bolton Wanderers,Premier League,28,25,1355,3,1,2009-2010,True,0.2657
George Elokobi,CMR,DF,Wolves,Premier League,23,22,1642,0,0,2009-2010,False,0.0
Élson,BRA,MF,Stuttgart,Bundesliga,27,11,448,2,0,2009-2010,False,0.4018
Élson,BRA,MF,Hannover 96,Bundesliga,27,7,597,1,1,2009-2010,True,0.3015
