player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Jason Kennedy,ENG,MF,Middlesbrough,Premier League,18,3,116,0,0,2005-2006,False,0.0
Tugay Kerimoğlu,TUR,MF,Blackburn Rovers,Premier League,34,27,1815,1,0,2005-2006,False,0.0496
Claudiu Keșerü,ROU,FW,Nantes,Ligue 1,18,14,532,3,0,2005-2006,False,0.5075
Harry Kewell,AUS,"FW,MF",Liverpool,Premier League,26,27,2010,3,3,2005-2006,True,0.2687
Mateja Kežman,SRB,FW,Atlético Madrid,La Liga,26,30,2255,8,2,2005-2006,True,0.3991
Houssine Kharja,MAR,MF,Roma,Serie A,22,12,228,1,1,2005-2006,True,0.7895
Seïd Khiter,FRA,"FW,MF",Lens,Ligue 1,20,8,132,1,0,2005-2006,False,0.6818
Zurab Khizanishvili,GEO,DF,Blackburn Rovers,Premier League,23,26,2156,1,0,2005-2006,False,0.0417
Abdoulaye Khouma Keita,SEN,DF,Nancy,Ligue 1,26,3,185,0,0,2005-2006,False,0.0
Dean Kiely,IRL,GK,Portsmouth,Premier League,34,15,1350,0,0,2005-2006,False,0.0
Dean Kiely,IRL,GK,Charlton Athletic,Premier League,34,3,270,0,0,2005-2006,False,0.0
Stefan Kießling,GER,"FW,MF",Nürnberg,Bundesliga,21,31,2007,10,4,2005-2006,True,0.6278
Kevin Kilbane,IRL,"DF,MF",Everton,Premier League,28,34,2002,0,1,2005-2006,True,0.045
Neil Kilkenny,AUS,MF,Birmingham City,Premier League,19,18,669,0,0,2005-2006,False,0.0
Kim,BRA,"FW,MF",Nancy,Ligue 1,25,23,1518,1,0,2005-2006,False,0.0593
Ledley King,ENG,"DF,MF",Tottenham Hotspur,Premier League,24,26,2317,3,1,2005-2006,True,0.1554
Chris Kirkland,ENG,GK,West Brom,Premier League,24,10,900,0,0,2005-2006,False,0.0
Sascha Kirschstein,GER,GK,Hamburger SV,Bundesliga,25,14,1260,0,0,2005-2006,False,0.0
Radostin Kishishev,BUL,"DF,MF",Charlton Athletic,Premier League,31,37,2884,0,1,2005-2006,True,0.0312
Thomas Kläsener,GER,DF,Schalke 04,Bundesliga,28,3,17,0,0,2005-2006,False,0.0
Ivan Klasnić,CRO,FW,Werder Bremen,Bundesliga,25,30,1962,15,5,2005-2006,True,0.9174
Diego Klimowicz,ARG,FW,Wolfsburg,Bundesliga,31,26,2164,12,2,2005-2006,True,0.5823
René Klingbeil,GER,DF,Hamburger SV,Bundesliga,24,18,729,0,1,2005-2006,True,0.1235
Miroslav Klose,GER,FW,Werder Bremen,Bundesliga,27,26,2151,25,11,2005-2006,True,1.5063
Peer Kluge,GER,MF,Gladbach,Bundesliga,24,28,2086,3,2,2005-2006,True,0.2157
Patrick Kluivert,NED,FW,Valencia,La Liga,29,10,209,1,1,2005-2006,True,0.8612
Zat Knight,ENG,DF,Fulham,Premier League,25,30,2535,0,0,2005-2006,False,0.0
Levan Kobiashvili,GEO,"DF,MF",Schalke 04,Bundesliga,28,32,2880,1,4,2005-2006,True,0.1562
David Kobylík,CZE,MF,Arminia,Bundesliga,24,25,1693,2,1,2005-2006,True,0.1595
Georg Koch,GER,GK,MSV Duisburg,Bundesliga,33,34,2979,0,0,2005-2006,False,0.0
Benjamin Köhler,GER,MF,Eintracht Frankfurt,Bundesliga,24,29,2172,3,4,2005-2006,True,0.2901
Koke,ESP,FW,Marseille,Ligue 1,22,9,421,1,1,2005-2006,True,0.4276
Jan Koller,CZE,FW,Dortmund,Bundesliga,32,9,615,4,2,2005-2006,True,0.878
Paul Konchesky,ENG,"DF,FW",West Ham United,Premier League,24,37,3222,1,4,2005-2006,True,0.1397
Bakari Koné,CIV,FW,Nice,Ligue 1,23,32,2803,7,5,2005-2006,True,0.3853
Ognjen Koroman,SRB,MF,Portsmouth,Premier League,26,3,118,1,0,2005-2006,False,0.7627
Bernd Korzynietz,GER,"DF,FW",Arminia,Bundesliga,25,34,2987,0,0,2005-2006,False,0.0
Blaise Kouassi,CIV,DF,Troyes,Ligue 1,30,26,2253,0,0,2005-2006,False,0.0
Niko Kovač,CRO,MF,Hertha BSC,Bundesliga,33,28,2017,3,0,2005-2006,False,0.1339
Robert Kovač,CRO,DF,Juventus,Serie A,31,18,1406,1,2,2005-2006,True,0.192
Darko Kovačević,SRB,FW,Real Sociedad,La Liga,31,9,797,4,1,2005-2006,True,0.5646
Ján Kozák,SVK,MF,West Brom,Premier League,25,6,348,0,0,2005-2006,False,0.0
Gaëtan Krebs,FRA,MF,Strasbourg,Ligue 1,19,2,89,0,0,2005-2006,False,0.0
Florian Kringe,GER,"DF,MF",Dortmund,Bundesliga,22,30,2621,5,2,2005-2006,True,0.2404
Jan Kristiansen,DEN,"DF,MF",Nürnberg,Bundesliga,23,8,320,0,0,2005-2006,False,0.0
Jan Kromkamp,NED,DF,Villarreal,La Liga,24,6,540,0,0,2005-2006,False,0.0
Jan Kromkamp,NED,DF,Liverpool,Premier League,24,13,603,0,1,2005-2006,True,0.1493
Élie Kroupi,CIV,FW,Nancy,Ligue 1,25,22,1156,9,1,2005-2006,True,0.7785
Mladen Krstajić,SRB,DF,Schalke 04,Bundesliga,31,29,2565,2,1,2005-2006,True,0.1053
Nebojša Krupniković,SRB,MF,Arminia,Bundesliga,31,8,608,3,1,2005-2006,True,0.5921
Marc-André Kruska,GER,MF,Dortmund,Bundesliga,18,24,997,0,0,2005-2006,False,0.0
Jacek Krzynówek,POL,"FW,MF",Leverkusen,Bundesliga,29,21,873,3,1,2005-2006,True,0.4124
Per Krøldrup,DEN,DF,Fiorentina,Serie A,26,14,1130,0,0,2005-2006,False,0.0
Per Krøldrup,DEN,DF,Everton,Premier League,26,1,90,0,0,2005-2006,False,0.0
Radim Kučera,CZE,DF,Arminia,Bundesliga,31,15,991,0,0,2005-2006,False,0.0
Mustafa Kučuković,GER,FW,Hamburger SV,Bundesliga,18,5,128,1,0,2005-2006,False,0.7031
Samuel Kuffour,GHA,DF,Roma,Serie A,28,21,1682,0,1,2005-2006,True,0.0535
Marco Küntzel,GER,"FW,MF",Arminia,Bundesliga,29,19,1227,1,2,2005-2006,True,0.22
Shefki Kuqi,FIN,FW,Blackburn Rovers,Premier League,28,33,1654,7,4,2005-2006,True,0.5985
Kevin Kurányi,GER,FW,Schalke 04,Bundesliga,23,30,2494,10,3,2005-2006,True,0.4691
Markus Kurth,GER,FW,MSV Duisburg,Bundesliga,32,31,2290,3,4,2005-2006,True,0.2751
Tomasz Kuszczak,POL,GK,West Brom,Premier League,23,28,2491,0,0,2005-2006,False,0.0
Vitali Kutuzov,BLR,FW,Sampdoria,Serie A,25,29,1495,3,0,2005-2006,False,0.1806
Kevin Kyle,SCO,FW,Sunderland,Premier League,24,13,895,1,0,2005-2006,False,0.1006
Ulises de la Cruz,ECU,DF,Aston Villa,Premier League,31,7,404,0,0,2005-2006,False,0.0
José de la Cuesta,COL,DF,Cádiz,La Liga,22,15,1303,0,0,2005-2006,False,0.0
Iván de la Peña,ESP,MF,Espanyol,La Liga,29,30,2322,0,8,2005-2006,True,0.3101
Rubén de la Red,ESP,MF,Real Madrid,La Liga,20,3,31,0,0,2005-2006,False,0.0
Alexander Laas,GER,MF,Hamburger SV,Bundesliga,21,5,113,0,0,2005-2006,False,0.0
Mikel Labaka,ESP,DF,Real Sociedad,La Liga,24,33,2851,1,1,2005-2006,True,0.0631
Mehdi Lacen,ALG,MF,Alavés,La Liga,21,19,970,0,1,2005-2006,True,0.0928
Yohan Lachor,FRA,DF,Lens,Ligue 1,29,5,331,0,0,2005-2006,False,0.0
Yann Lachuer,FRA,MF,Auxerre,Ligue 1,32,27,1922,4,5,2005-2006,True,0.4214
Guillaume Lacour,FRA,MF,Strasbourg,Ligue 1,24,27,2320,0,2,2005-2006,True,0.0776
Jonathan Lacourt,FRA,MF,Lens,Ligue 1,18,9,492,0,0,2005-2006,False,0.0
Ángel Lafita,ESP,"FW,MF",Zaragoza,La Liga,20,13,439,0,0,2005-2006,False,0.0
Iñaki Lafuente,ESP,GK,Athletic Club,La Liga,29,20,1800,0,0,2005-2006,False,0.0
Pekka Lagerblom,FIN,"DF,MF",Werder Bremen,Bundesliga,22,3,55,0,0,2005-2006,False,0.0
Philipp Lahm,GER,"DF,MF",Bayern Munich,Bundesliga,21,20,1320,0,1,2005-2006,True,0.0682
Altin Lala,ALB,MF,Hannover 96,Bundesliga,29,29,2255,0,1,2005-2006,True,0.0399
Sabri Lamouchi,FRA,MF,Marseille,Ligue 1,33,32,2635,5,1,2005-2006,True,0.2049
Frank Lampard,ENG,MF,Chelsea,Premier League,27,35,3150,16,8,2005-2006,True,0.6857
Christopher Lamprecht,GER,DF,Wolfsburg,Bundesliga,20,14,532,1,0,2005-2006,False,0.1692
Bruno Lança Andrade,BRA,MF,Reggina,Serie A,22,1,16,0,0,2005-2006,False,0.0
Mickaël Landreau,FRA,GK,Nantes,Ligue 1,26,36,3195,0,0,2005-2006,False,0.0
Christophe Landrin,FRA,MF,Paris Saint-Germain,Ligue 1,28,26,1588,2,3,2005-2006,True,0.2834
Antonio Langella,ITA,"FW,MF",Cagliari,Serie A,28,24,1502,2,5,2005-2006,True,0.4194
Matthias Langkamp,GER,DF,Wolfsburg,Bundesliga,21,1,4,0,0,2005-2006,False,0.0
Salvatore Lanna,ITA,DF,Chievo,Serie A,29,37,3309,0,3,2005-2006,True,0.0816
Maurizio Lanzaro,ITA,DF,Reggina,Serie A,23,21,1683,0,0,2005-2006,False,0.0
Jorge Larena,ESP,MF,Celta Vigo,La Liga,23,26,1273,2,4,2005-2006,True,0.4242
Gorka Larrea,ESP,MF,Real Sociedad,La Liga,21,12,312,0,0,2005-2006,False,0.0
Søren Larsen,DEN,FW,Schalke 04,Bundesliga,23,30,1320,10,2,2005-2006,True,0.8182
Henrik Larsson,SWE,FW,Barcelona,La Liga,33,28,1345,10,1,2005-2006,True,0.7361
Sebastian Larsson,SWE,MF,Arsenal,Premier League,20,3,208,0,0,2005-2006,False,0.0
Lilian Laslandes,FRA,FW,Bordeaux,Ligue 1,33,28,1442,3,1,2005-2006,True,0.2497
Martin Latka,CZE,DF,Birmingham City,Premier League,20,6,521,0,0,2005-2006,False,0.0
Joseph Laumann,GER,FW,Schalke 04,Bundesliga,21,1,1,0,0,2005-2006,False,0.0
Lauren,CMR,DF,Arsenal,Premier League,28,22,1963,0,1,2005-2006,True,0.0458
Fabien Laurenti,FRA,DF,Ajaccio,Ligue 1,22,30,2591,0,0,2005-2006,False,0.0
Martin Laursen,DEN,DF,Aston Villa,Premier League,28,1,90,0,0,2005-2006,False,0.0
Benjamin Lauth,GER,FW,Hamburger SV,Bundesliga,23,31,1915,7,2,2005-2006,True,0.423
Luigi Lavecchia,ITA,"DF,MF",Le Mans,Ligue 1,23,1,5,0,0,2005-2006,False,0.0
Ted Lavie,FRA,"DF,MF",Bordeaux,Ligue 1,19,2,98,0,0,2005-2006,False,0.0
Klemen Lavrič,SVN,FW,MSV Duisburg,Bundesliga,24,22,1530,7,0,2005-2006,False,0.4118
Liam Lawrence,IRL,MF,Sunderland,Premier League,23,29,1807,3,0,2005-2006,False,0.1494
Stan Lazaridis,AUS,"DF,MF",Birmingham City,Premier League,32,17,1174,0,0,2005-2006,False,0.0
Nikola Lazetić,SRB,MF,Livorno,Serie A,27,16,912,0,2,2005-2006,True,0.1974
Danko Lazović,SRB,FW,Leverkusen,Bundesliga,22,9,135,0,1,2005-2006,True,0.6667
Gustavo Lazzaretti,BRA,DF,Treviso,Serie A,21,26,2091,1,0,2005-2006,False,0.043
Flavio Lazzari,ITA,MF,Udinese,Serie A,18,2,2,0,0,2005-2006,False,0.0
Ronan Le Crom,FRA,GK,Troyes,Ligue 1,31,38,3405,0,0,2005-2006,False,0.0
Ulrich Le Pen,FRA,MF,Strasbourg,Ligue 1,31,26,1739,3,3,2005-2006,True,0.3105
Flavien Le Postollec,FRA,MF,Lille,Ligue 1,21,1,8,0,0,2005-2006,False,0.0
Anthony Le Tallec,FRA,"FW,MF",Sunderland,Premier League,20,27,1235,3,0,2005-2006,False,0.2186
Dean Leacock,ENG,"DF,MF",Fulham,Premier League,21,5,417,0,0,2005-2006,False,0.0
Grant Leadbitter,ENG,MF,Sunderland,Premier League,19,12,749,0,0,2005-2006,False,0.0
Grégory Leca,FRA,"DF,MF",Metz,Ligue 1,24,2,87,0,0,2005-2006,False,0.0
Cédric Lécluse,FRA,DF,Nancy,Ligue 1,33,27,2070,1,0,2005-2006,False,0.0435
Cristian Ledesma,ITA,MF,Lecce,Serie A,22,33,2647,2,0,2005-2006,False,0.068
Nicola Legrottaglie,ITA,DF,Siena,Serie A,28,28,2360,0,1,2005-2006,True,0.0381
Sylvain Legwinski,FRA,MF,Fulham,Premier League,31,13,893,0,1,2005-2006,True,0.1008
Jens Lehmann,GER,GK,Arsenal,Premier League,35,38,3420,0,0,2005-2006,False,0.0
Christian Lell,GER,DF,Köln,Bundesliga,20,26,1973,0,2,2005-2006,True,0.0912
Alejandro Lembo,URU,DF,Real Betis,La Liga,27,2,92,0,0,2005-2006,False,0.0
Aaron Lennon,ENG,"FW,MF",Tottenham Hotspur,Premier League,18,27,1808,2,3,2005-2006,True,0.2489
Benjamin Lense,GER,DF,Nürnberg,Bundesliga,26,11,821,0,0,2005-2006,False,0.0
Arie van Lent,GER,FW,Eintracht Frankfurt,Bundesliga,34,11,318,0,0,2005-2006,False,0.0
Diego León,ESP,MF,Arminia,Bundesliga,21,4,50,1,0,2005-2006,False,1.8
Matías Lequi,ARG,DF,Celta Vigo,La Liga,24,29,2433,2,0,2005-2006,False,0.074
David Leray,FRA,DF,Nantes,Ligue 1,21,21,1381,0,0,2005-2006,False,0.0
Jérôme Leroy,FRA,MF,Lens,Ligue 1,30,15,1246,0,4,2005-2006,True,0.2889
Laurent Leroy,FRA,FW,Bordeaux,Ligue 1,29,2,41,0,0,2005-2006,False,0.0
Arnaud Lescure,FRA,DF,Monaco,Ligue 1,19,2,111,0,0,2005-2006,False,0.0
Dimitri Lesueur,FRA,FW,Ajaccio,Ligue 1,18,1,13,0,0,2005-2006,False,0.0
Lionel Letizi,FRA,GK,Paris Saint-Germain,Ligue 1,32,27,2340,0,0,2005-2006,False,0.0
Stefan Lexa,AUT,MF,Eintracht Frankfurt,Bundesliga,28,13,598,0,2,2005-2006,True,0.301
Stephan Lichtsteiner,SUI,"DF,MF",Lille,Ligue 1,21,31,1986,1,2,2005-2006,True,0.136
Stéphane Lièvre,FRA,DF,Toulouse,Ligue 1,32,6,240,0,0,2005-2006,False,0.0
Alejandro Limia,ARG,GK,Cádiz,La Liga,30,13,1170,0,0,2005-2006,False,0.0
Lincoln,BRA,MF,Schalke 04,Bundesliga,26,29,2553,5,3,2005-2006,True,0.282
Kevin Lisbie,JAM,FW,Charlton Athletic,Premier League,26,6,133,0,0,2005-2006,False,0.0
Krisztián Lisztes,HUN,MF,Gladbach,Bundesliga,29,5,200,0,0,2005-2006,False,0.0
Litos,POR,DF,Málaga,La Liga,31,8,627,1,0,2005-2006,False,0.1435
Fabio Liverani,ITA,MF,Lazio,Serie A,29,29,2438,1,3,2005-2006,True,0.1477
Bixente Lizarazu,FRA,DF,Bayern Munich,Bundesliga,35,18,1180,0,0,2005-2006,False,0.0
Danijel Ljuboja,SRB,FW,Stuttgart,Bundesliga,26,26,2061,8,2,2005-2006,True,0.4367
Freddie Ljungberg,SWE,"FW,MF",Arsenal,Premier League,28,25,1732,1,3,2005-2006,True,0.2079
Fernando Llorente,ESP,FW,Athletic Club,La Liga,20,22,1087,2,3,2005-2006,True,0.414
Hugo Lloris,FRA,GK,Nice,Ligue 1,18,5,450,0,0,2005-2006,False,0.0
Bogdan Lobonț,ROU,GK,Fiorentina,Serie A,27,17,1472,0,0,2005-2006,False,0.0
Lucas Lobos,MEX,"FW,MF",Cádiz,La Liga,23,20,1323,7,2,2005-2006,True,0.6122
Tomas Locatelli,ITA,"FW,MF",Siena,Serie A,29,28,1909,6,3,2005-2006,True,0.4243
Francesco Lodi,ITA,MF,Empoli,Serie A,21,17,749,0,1,2005-2006,True,0.1202
Johann Lonfat,SUI,MF,Sochaux,Ligue 1,31,7,403,0,1,2005-2006,True,0.2233
Ángel López,ESP,"DF,MF",Celta Vigo,La Liga,24,37,3323,2,2,2005-2006,True,0.1083
Antonio López,ESP,"DF,MF",Atlético Madrid,La Liga,23,36,3154,3,2,2005-2006,True,0.1427
Antonio López,ESP,MF,Málaga,La Liga,25,15,1000,0,2,2005-2006,True,0.18
David López,ESP,MF,Osasuna,La Liga,22,34,2534,6,5,2005-2006,True,0.3907
Diego López,ESP,GK,Real Madrid,La Liga,23,2,100,0,0,2005-2006,False,0.0
Gerard López,ESP,MF,Monaco,Ligue 1,26,7,502,0,0,2005-2006,False,0.0
Gustavo López,ARG,"FW,MF",Celta Vigo,La Liga,32,16,611,1,2,2005-2006,True,0.4419
Jordi López,ESP,MF,Sevilla,La Liga,24,18,993,2,0,2005-2006,False,0.1813
Jorge López,ESP,MF,Valencia,La Liga,26,5,116,0,0,2005-2006,False,0.0
Óscar López Martínez,ESP,DF,Villarreal,La Liga,21,1,90,0,0,2005-2006,False,0.0
Maxi López,ARG,FW,Barcelona,La Liga,21,6,272,0,1,2005-2006,True,0.3309
Óscar López,ESP,DF,Real Betis,La Liga,25,18,1610,0,0,2005-2006,False,0.0
Raúl López,ESP,DF,Cádiz,La Liga,28,27,2375,1,1,2005-2006,True,0.0758
Alberto Lopo,ESP,DF,Espanyol,La Liga,25,33,2931,0,0,2005-2006,False,0.0
Stefano Lorenzi,ITA,DF,Treviso,Serie A,28,2,180,0,0,2005-2006,False,0.0
Guillaume Loriot,FRA,MF,Le Mans,Ligue 1,19,7,266,0,0,2005-2006,False,0.0
Dirk Lottner,GER,"DF,MF",MSV Duisburg,Bundesliga,33,19,1240,0,4,2005-2006,True,0.2903
Edgar Loué,CIV,"DF,MF",Strasbourg,Ligue 1,21,9,750,0,0,2005-2006,False,0.0
Oriol Lozano,ESP,DF,Racing Sant,La Liga,24,19,1659,0,0,2005-2006,False,0.0
Lomana LuaLua,COD,"FW,MF",Portsmouth,Premier League,24,25,2108,7,3,2005-2006,True,0.4269
Alessandro Lucarelli,ITA,DF,Reggina,Serie A,28,33,2848,2,1,2005-2006,True,0.0948
Cristiano Lucarelli,ITA,FW,Livorno,Serie A,29,36,3163,19,6,2005-2006,True,0.7113
Enrique de Lucas,ESP,"FW,MF",Alavés,La Liga,26,22,1534,2,3,2005-2006,True,0.2934
Waldir Lucas Pereira,BRA,FW,Ajaccio,Ligue 1,23,31,1920,5,1,2005-2006,True,0.2812
Chiguy Lucau,COD,FW,Le Mans,Ligue 1,20,13,762,2,1,2005-2006,True,0.3543
Florian Lucchini,FRA,GK,Ajaccio,Ligue 1,24,1,35,0,0,2005-2006,False,0.0
Stefano Lucchini,ITA,DF,Empoli,Serie A,24,25,1545,0,1,2005-2006,True,0.0583
Peter Luccin,FRA,MF,Atlético Madrid,La Liga,26,29,2418,2,4,2005-2006,True,0.2233
Luciano,BRA,MF,Chievo,Serie A,29,19,1098,1,4,2005-2006,True,0.4098
Lúcio,BRA,DF,Bayern Munich,Bundesliga,27,30,2700,2,3,2005-2006,True,0.1667
André Luís Garcia,BRA,DF,Marseille,Ligue 1,26,15,902,0,0,2005-2006,False,0.0
José Luis Martí,ESP,MF,Sevilla,La Liga,30,33,2624,1,3,2005-2006,True,0.1372
Juan Luis Mora,ESP,GK,Valencia,La Liga,32,1,90,0,0,2005-2006,False,0.0
José Luís Vidigal,POR,MF,Udinese,Serie A,32,23,1342,1,0,2005-2006,False,0.0671
André Luiz,BRA,DF,Nancy,Ligue 1,25,29,1781,3,0,2005-2006,False,0.1516
André Luiz Moreira,BRA,"DF,MF",Ajaccio,Ligue 1,30,25,1834,0,4,2005-2006,True,0.1963
Cristiano Lupatelli,ITA,GK,Parma,Serie A,27,8,581,0,0,2005-2006,False,0.0
Cristiano Lupatelli,ITA,GK,Palermo,Serie A,27,5,440,0,0,2005-2006,False,0.0
Arturo Lupoli,ITA,FW,Arsenal,Premier League,18,1,8,0,0,2005-2006,False,0.0
Albert Luque,ESP,"FW,MF",Newcastle United,Premier League,27,14,651,1,0,2005-2006,False,0.1382
Anthony Lurling,NED,"FW,MF",Köln,Bundesliga,28,12,572,0,0,2005-2006,False,0.0
Péguy Luyindula,FRA,"FW,MF",Marseille,Ligue 1,26,2,136,0,0,2005-2006,False,0.0
Péguy Luyindula,FRA,"FW,MF",Auxerre,Ligue 1,26,33,2326,10,0,2005-2006,False,0.3869
Modeste M'bami,CMR,MF,Paris Saint-Germain,Ligue 1,22,34,2846,0,0,2005-2006,False,0.0
Daniel Maa Boumsong,CMR,MF,Inter,Serie A,18,1,63,0,0,2005-2006,False,0.0
Massimo Maccarone,ITA,FW,Middlesbrough,Premier League,25,17,714,2,0,2005-2006,False,0.2521
Jürgen Macho,AUT,GK,Kaiserslautern,Bundesliga,27,20,1752,0,0,2005-2006,False,0.0
Francisco Maciel,ARG,DF,Mallorca,La Liga,27,19,1574,0,2,2005-2006,True,0.1144
Alexander Madlung,GER,DF,Hertha BSC,Bundesliga,23,22,1323,4,1,2005-2006,True,0.3401
Peter Madsen,DEN,FW,Köln,Bundesliga,27,8,400,0,0,2005-2006,False,0.0
Christian Maggio,ITA,"DF,MF",Treviso,Serie A,23,14,951,0,1,2005-2006,True,0.0946
Ludovic Magnin,SUI,DF,Stuttgart,Bundesliga,26,25,2092,1,2,2005-2006,True,0.1291
Mehdi Mahdavikia,IRN,"DF,MF",Hamburger SV,Bundesliga,28,31,2479,5,5,2005-2006,True,0.363
Alan Mahon,IRL,MF,Wigan Athletic,Premier League,27,6,381,1,0,2005-2006,False,0.2362
Roy Makaay,NED,FW,Bayern Munich,Bundesliga,30,31,2631,17,6,2005-2006,True,0.7868
Claude Makélélé,FRA,MF,Chelsea,Premier League,32,31,2544,0,2,2005-2006,True,0.0708
Cédric Makiadi,COD,MF,Wolfsburg,Bundesliga,21,10,252,1,1,2005-2006,True,0.7143
Stephen Makinwa,NGA,FW,Palermo,Serie A,22,23,1292,5,3,2005-2006,True,0.5573
Jean Makoun,CMR,MF,Lille,Ligue 1,22,31,2612,5,2,2005-2006,True,0.2412
Marco Malagò,ITA,DF,Chievo,Serie A,26,23,1599,1,1,2005-2006,True,0.1126
Steed Malbranque,FRA,MF,Fulham,Premier League,25,34,2900,6,4,2005-2006,True,0.3103
Paolo Maldini,ITA,DF,Milan,Serie A,37,14,1139,2,0,2005-2006,False,0.158
Grégory Malicki,FRA,GK,Lille,Ligue 1,31,6,540,0,0,2005-2006,False,0.0
Marco Mallus,ITA,DF,Treviso,Serie A,23,2,55,0,0,2005-2006,False,0.0
Florent Malouda,FRA,"FW,MF",Lyon,Ligue 1,25,31,2209,6,3,2005-2006,True,0.3667
Chérif-Touré Mamam,TOG,MF,Metz,Ligue 1,24,10,400,0,0,2005-2006,False,0.0
José Mamede,POR,MF,Messina,Serie A,31,11,519,0,0,2005-2006,False,0.0
Mancini,BRA,"FW,MF",Roma,Serie A,24,27,2205,12,5,2005-2006,True,0.6939
Davide Mandelli,ITA,DF,Chievo,Serie A,28,32,2846,2,2,2005-2006,True,0.1265
Matteo Mandorlini,ITA,MF,Parma,Serie A,16,1,7,0,0,2005-2006,False,0.0
Jean-Jacques Mandrichi,FRA,FW,Ajaccio,Ligue 1,21,17,614,0,2,2005-2006,True,0.2932
Christian Manfredini,CIV,MF,Lazio,Serie A,30,26,1471,2,1,2005-2006,True,0.1835
Maniche,POR,MF,Chelsea,Premier League,27,8,334,0,0,2005-2006,False,0.0
Fodé Mansaré,GUI,"DF,FW",Toulouse,Ligue 1,23,23,1454,1,1,2005-2006,True,0.1238
Andrea Mantovani,ITA,DF,Chievo,Serie A,21,4,314,0,0,2005-2006,False,0.0
José Manuel Jurado,ESP,MF,Real Madrid,La Liga,19,3,26,0,0,2005-2006,False,0.0
Juan Manuel Ortiz,ESP,"DF,MF",Osasuna,La Liga,23,8,315,0,0,2005-2006,False,0.0
Juan Manuel Peña,BOL,DF,Villarreal,La Liga,32,25,2082,0,1,2005-2006,True,0.0432
José Manuel Pinto,ESP,GK,Celta Vigo,La Liga,29,37,3262,0,0,2005-2006,False,0.0
Toifilou Maoulida,FRA,FW,Marseille,Ligue 1,26,16,1355,6,0,2005-2006,False,0.3985
Toifilou Maoulida,FRA,FW,Monaco,Ligue 1,26,16,687,0,0,2005-2006,False,0.0
Florian Marange,FRA,DF,Bordeaux,Ligue 1,19,14,1254,0,2,2005-2006,True,0.1435
Massimo Marazzina,ITA,FW,Siena,Serie A,31,8,253,0,0,2005-2006,False,0.0
Sylvain Marchal,FRA,DF,Metz,Ligue 1,25,2,180,0,0,2005-2006,False,0.0
Carlos Marchena,ESP,"DF,MF",Valencia,La Liga,26,25,1823,0,0,2005-2006,False,0.0
Mattia Marchesetti,ITA,"FW,MF",Sampdoria,Serie A,21,8,88,0,0,2005-2006,False,0.0
Marco Marchionni,ITA,MF,Parma,Serie A,25,31,2641,4,9,2005-2006,True,0.443
Enzo Maresca,ITA,MF,Sevilla,La Liga,25,29,2134,8,3,2005-2006,True,0.4639
José Mari,ESP,FW,Villarreal,La Liga,26,32,2169,5,2,2005-2006,True,0.2905
Jesús María Lacruz,ESP,DF,Athletic Club,La Liga,27,28,2128,4,0,2005-2006,False,0.1692
José María Mena,ESP,FW,Alavés,La Liga,26,10,356,0,0,2005-2006,False,0.0
José María Movilla,ESP,MF,Zaragoza,La Liga,30,25,1622,1,0,2005-2006,False,0.0555
Zé Maria,BRA,DF,Inter,Serie A,32,8,466,0,1,2005-2006,True,0.1931
Francesco Marianini,ITA,MF,Lecce,Serie A,26,17,1009,0,0,2005-2006,False,0.0
Christophe Marichez,FRA,GK,Metz,Ligue 1,30,7,630,0,0,2005-2006,False,0.0
Steve Marlet,FRA,"FW,MF",Wolfsburg,Bundesliga,31,21,798,1,0,2005-2006,False,0.1128
Fernando Marqués,ESP,MF,Atlético Madrid,La Liga,20,9,346,0,0,2005-2006,False,0.0
Rafael Márquez,MEX,"DF,MF",Barcelona,La Liga,26,25,1976,0,0,2005-2006,False,0.0
Baptiste Martin,FRA,DF,Auxerre,Ligue 1,20,15,836,0,0,2005-2006,False,0.0
César Martín,ESP,DF,Dep La Coruña,La Liga,28,7,204,0,0,2005-2006,False,0.0
Daniel Martín,ESP,FW,Real Betis,La Liga,23,25,1135,5,1,2005-2006,True,0.4758
Malaury Martin,FRA,MF,Monaco,Ligue 1,16,1,54,0,0,2005-2006,False,0.0
Miquel Martínez,ESP,MF,Espanyol,La Liga,21,2,53,0,0,2005-2006,False,0.0
Williams Martínez,URU,DF,West Brom,Premier League,22,2,135,1,0,2005-2006,False,0.6667
Alexandre Martinović,FRA,GK,Sochaux,Ligue 1,20,3,225,0,0,2005-2006,False,0.0
Obafemi Martins,NGA,FW,Inter,Serie A,20,28,1846,9,3,2005-2006,True,0.585
Francisco Martos,ESP,"DF,MF",Barcelona,La Liga,21,1,17,0,0,2005-2006,False,0.0
Nigel Martyn,ENG,GK,Everton,Premier League,38,20,1755,0,0,2005-2006,False,0.0
Thorben Marx,GER,MF,Hertha BSC,Bundesliga,24,8,365,0,0,2005-2006,False,0.0
Ioannis Masmanidis,GER,MF,Arminia,Bundesliga,22,16,1007,0,2,2005-2006,True,0.1787
Ramón Masó,ESP,MF,Barcelona,La Liga,17,1,10,0,0,2005-2006,False,0.0
Sergio Matabuena,ESP,MF,Racing Sant,La Liga,26,23,1436,3,0,2005-2006,False,0.188
Aníbal Matellán,ARG,DF,Getafe,La Liga,28,22,1902,0,3,2005-2006,True,0.142
