player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Clint Dempsey,USA,"FW,MF",Tottenham Hotspur,Premier League,29.0,29,1993,7,4,2012-2013,True,0.4967
Johannes van den Bergh,GER,"DF,MF",Düsseldorf,Bundesliga,25.0,33,2938,0,0,2012-2013,False,0.0
Germán Denis,ARG,FW,Atalanta,Serie A,30.0,36,3121,15,4,2012-2013,True,0.5479
Mathieu Deplagne,FRA,DF,Montpellier,Ligue 1,20.0,3,180,0,0,2012-2013,False,0.0
Rafael van der Vaart,NED,MF,Hamburger SV,Bundesliga,29.0,27,2277,5,10,2012-2013,True,0.5929
Rafael van der Vaart,NED,MF,Tottenham Hotspur,Premier League,29.0,2,84,0,0,2012-2013,False,0.0
Gregory van der Wiel,NED,DF,Paris Saint-Germain,Ligue 1,24.0,22,1556,1,1,2012-2013,True,0.1157
Eren Derdiyok,SUI,FW,Hoffenheim,Bundesliga,24.0,19,795,1,1,2012-2013,True,0.2264
Geoffrey Dernis,FRA,"FW,MF",Brest,Ligue 1,31.0,22,801,1,1,2012-2013,True,0.2247
Shaun Derry,ENG,MF,QPR,Premier League,34.0,18,1085,0,0,2012-2013,False,0.0
Daniele Dessena,ITA,MF,Cagliari,Serie A,25.0,31,2307,3,1,2012-2013,True,0.156
Mattia Destro,ITA,FW,Roma,Serie A,21.0,21,1109,6,1,2012-2013,True,0.5681
Gerard Deulofeu,ESP,"FW,MF",Barcelona,La Liga,18.0,1,27,0,0,2012-2013,False,0.0
Antoine Devaux,FRA,"DF,MF",Reims,Ligue 1,27.0,35,2524,0,5,2012-2013,True,0.1783
Zouheir Dhaouadi,TUN,"FW,MF",Evian,Ligue 1,24.0,8,235,1,0,2012-2013,False,0.383
Valerio Di Cesare,ITA,DF,Torino,Serie A,29.0,9,673,0,0,2012-2013,False,0.0
Federico Di Francesco,ITA,"FW,MF",Pescara,Serie A,18.0,7,471,0,0,2012-2013,False,0.0
Ángel Di María,ARG,"FW,MF",Real Madrid,La Liga,24.0,32,1964,7,9,2012-2013,True,0.7332
David Di Michele,ITA,FW,Chievo,Serie A,36.0,11,512,1,1,2012-2013,True,0.3516
Antonio Di Natale,ITA,FW,Udinese,Serie A,34.0,33,2691,23,4,2012-2013,True,0.903
Franco Di Santo,ARG,FW,Wigan Athletic,Premier League,23.0,35,2125,5,2,2012-2013,True,0.2965
Cheick Diabaté,MLI,FW,Bordeaux,Ligue 1,24.0,23,1272,8,1,2012-2013,True,0.6368
Abou Diaby,FRA,MF,Arsenal,Premier League,26.0,11,705,0,0,2012-2013,False,0.0
Fallou Diagne,SEN,DF,Freiburg,Bundesliga,22.0,30,2443,1,1,2012-2013,True,0.0737
Pape Diakhaté,SEN,DF,Granada,La Liga,28.0,18,1491,0,0,2012-2013,False,0.0
Samba Diakité,MLI,MF,QPR,Premier League,23.0,14,934,0,1,2012-2013,True,0.0964
Sadio Diallo,GUI,"FW,MF",Rennes,Ligue 1,21.0,35,1709,0,0,2012-2013,False,0.0
Alessandro Diamanti,ITA,"FW,MF",Bologna,Serie A,29.0,34,2938,7,9,2012-2013,True,0.4901
Mohamed Diamé,SEN,MF,West Ham United,Premier League,25.0,33,2595,3,0,2012-2013,False,0.104
Alou Diarra,FRA,MF,West Ham United,Premier League,31.0,3,141,0,0,2012-2013,False,0.0
Alou Diarra,FRA,MF,Rennes,Ligue 1,31.0,12,748,0,0,2012-2013,False,0.0
Lassana Diarra,FRA,MF,Real Madrid,La Liga,27.0,2,117,0,0,2012-2013,False,0.0
Mahamadou Diarra,MLI,MF,Fulham,Premier League,31.0,8,605,0,0,2012-2013,False,0.0
Sigamary Diarra,MLI,"FW,MF",Ajaccio,Ligue 1,28.0,29,1917,1,5,2012-2013,True,0.2817
André Dias,BRA,DF,Lazio,Serie A,33.0,27,2149,0,0,2012-2013,False,0.0
Rafaël Dias,FRA,MF,Sochaux,Ligue 1,21.0,14,584,1,3,2012-2013,True,0.6164
Baba Diawara,SEN,FW,Sevilla,La Liga,24.0,19,636,0,0,2012-2013,False,0.0
Fousseni Diawara,MLI,DF,Ajaccio,Ligue 1,31.0,21,1621,2,0,2012-2013,False,0.111
Souleymane Diawara,SEN,DF,Marseille,Ligue 1,33.0,11,757,1,0,2012-2013,False,0.1189
Cata Díaz,ARG,DF,Atlético Madrid,La Liga,33.0,9,720,0,0,2012-2013,False,0.0
Ayoze Díaz Díaz,ESP,"DF,MF",Dep La Coruña,La Liga,30.0,14,1003,0,0,2012-2013,False,0.0
Júnior Díaz,CRC,"DF,MF",Mainz 05,Bundesliga,28.0,18,1308,1,3,2012-2013,True,0.2752
Kévin Diaz,FRA,MF,Nice,Ligue 1,23.0,8,410,0,0,2012-2013,False,0.0
Daniel Didavi,GER,"FW,MF",Stuttgart,Bundesliga,22.0,3,60,0,0,2012-2013,False,0.0
Étienne Didot,FRA,MF,Toulouse,Ligue 1,29.0,36,2901,2,7,2012-2013,True,0.2792
Diego,BRA,"DF,MF",Reims,Ligue 1,24.0,29,2277,4,1,2012-2013,True,0.1976
Diego,BRA,MF,Wolfsburg,Bundesliga,27.0,32,2879,10,7,2012-2013,True,0.5314
Dennis Diekmeier,GER,"DF,MF",Hamburger SV,Bundesliga,22.0,32,2841,0,4,2012-2013,True,0.1267
Timothée Dieng,FRA,"DF,MF",Brest,Ligue 1,20.0,2,152,0,0,2012-2013,False,0.0
Didier Digard,FRA,MF,Nice,Ligue 1,26.0,36,3097,2,3,2012-2013,True,0.1453
Lucas Digne,FRA,"DF,MF",Lille,Ligue 1,19.0,33,2805,2,0,2012-2013,False,0.0642
Ismaël Diomandé,CIV,MF,Saint-Étienne,Ligue 1,19.0,2,9,0,0,2012-2013,False,0.0
Abou Diop,SEN,FW,Torino,Serie A,18.0,2,21,0,0,2012-2013,False,0.0
Papakouli Diop,SEN,MF,Levante,La Liga,26.0,32,2491,0,0,2012-2013,False,0.0
Sylvain Distin,FRA,DF,Everton,Premier League,34.0,34,2838,0,1,2012-2013,True,0.0317
Brice Dja Djédjé,CIV,"DF,MF",Evian,Ligue 1,21.0,27,2329,1,1,2012-2013,True,0.0773
Franck Dja Djédjé,CIV,"FW,MF",Nice,Ligue 1,26.0,3,197,0,0,2012-2013,False,0.0
Constant Djakpa,CIV,DF,Eintracht Frankfurt,Bundesliga,25.0,5,182,0,0,2012-2013,False,0.0
Yannick Djaló,POR,"FW,MF",Toulouse,Ligue 1,26.0,17,854,0,0,2012-2013,False,0.0
Baye Djiby Fall,SEN,FW,Greuther Fürth,Bundesliga,27.0,2,125,0,0,2012-2013,False,0.0
N'Diaye Djiby,SEN,MF,Chievo,Serie A,18.0,1,90,0,0,2012-2013,False,0.0
Johan Djourou,SUI,DF,Hannover 96,Bundesliga,25.0,14,1203,0,0,2012-2013,False,0.0
Dodô,BRA,DF,Roma,Serie A,20.0,11,631,0,0,2012-2013,False,0.0
Álvaro Domínguez,ESP,DF,Gladbach,Bundesliga,23.0,30,2700,2,0,2012-2013,False,0.0667
Chori Domínguez,ARG,"FW,MF",Rayo Vallecano,La Liga,31.0,33,2695,5,4,2012-2013,True,0.3006
Juan Domínguez,ESP,MF,Dep La Coruña,La Liga,22.0,24,1864,1,0,2012-2013,False,0.0483
Maurizio Domizzi,ITA,DF,Udinese,Serie A,32.0,30,2557,2,2,2012-2013,True,0.1408
Marco Donadel,ITA,MF,Napoli,Serie A,29.0,4,122,0,0,2012-2013,False,0.0
Massimo Donati,ITA,MF,Palermo,Serie A,31.0,28,2166,0,1,2012-2013,True,0.0416
Ji Dong-won,KOR,"FW,MF",Augsburg,Bundesliga,21.0,17,1490,5,0,2012-2013,False,0.302
Antonio Donnarumma,ITA,GK,Genoa,Serie A,22.0,1,90,0,0,2012-2013,False,0.0
Graham Dorrans,SCO,"FW,MF",West Brom,Premier League,25.0,26,1749,1,3,2012-2013,True,0.2058
Eduardo dos Santos,BRA,FW,Ajaccio,Ligue 1,31.0,15,1245,3,2,2012-2013,True,0.3614
Giovani dos Santos,MEX,"FW,MF",Mallorca,La Liga,23.0,29,2386,6,6,2012-2013,True,0.4526
Jonathan dos Santos,MEX,MF,Barcelona,La Liga,22.0,3,63,0,0,2012-2013,False,0.0
Andrea Dossena,ITA,"DF,MF",Napoli,Serie A,30.0,7,289,0,0,2012-2013,False,0.0
Andrea Dossena,ITA,"DF,MF",Palermo,Serie A,30.0,11,799,0,2,2012-2013,True,0.2253
Mathieu Dossevi,TOG,"FW,MF",Valenciennes,Ligue 1,24.0,36,2563,3,4,2012-2013,True,0.2458
Bas Dost,NED,FW,Wolfsburg,Bundesliga,23.0,28,1991,8,2,2012-2013,True,0.452
Thierry Doubai,CIV,MF,Sochaux,Ligue 1,24.0,13,940,3,1,2012-2013,True,0.383
Nicolas Douchez,FRA,GK,Paris Saint-Germain,Ligue 1,32.0,4,360,0,0,2012-2013,False,0.0
Abdoulaye Doucouré,MLI,MF,Rennes,Ligue 1,19.0,4,315,1,0,2012-2013,False,0.2857
Souleymane Doukara,MTN,"FW,MF",Catania,Serie A,20.0,12,275,0,0,2012-2013,False,0.0
Stewart Downing,ENG,"FW,MF",Liverpool,Premier League,28.0,29,2191,3,5,2012-2013,True,0.3286
Boukary Dramé,SEN,"DF,MF",Chievo,Serie A,27.0,22,1767,1,2,2012-2013,True,0.1528
Julian Draxler,GER,"FW,MF",Schalke 04,Bundesliga,18.0,30,2131,10,3,2012-2013,True,0.549
Jaroslav Drobný,CZE,GK,Hamburger SV,Bundesliga,32.0,2,180,0,0,2012-2013,False,0.0
Cha Du-ri,KOR,"DF,MF",Düsseldorf,Bundesliga,32.0,10,296,0,0,2012-2013,False,0.0
David Ducourtioux,FRA,"DF,MF",Valenciennes,Ligue 1,34.0,30,2037,0,0,2012-2013,False,0.0
Duda,POR,"DF,FW",Málaga,La Liga,32.0,17,545,0,1,2012-2013,True,0.1651
Dariusz Dudka,POL,"DF,MF",Levante,La Liga,28.0,3,126,0,0,2012-2013,False,0.0
Damien Duff,IRL,"FW,MF",Fulham,Premier League,33.0,31,2332,3,7,2012-2013,True,0.3859
Shane Duffy,IRL,"DF,MF",Everton,Premier League,20.0,1,1,0,0,2012-2013,False,0.0
Alfred Duncan,GHA,MF,Inter,Serie A,19.0,3,28,0,0,2012-2013,False,0.0
Johann Durand,FRA,GK,Evian,Ligue 1,31.0,2,122,0,0,2012-2013,False,0.0
Paulo Dybala,ARG,"FW,MF",Palermo,Serie A,18.0,27,1261,3,0,2012-2013,False,0.2141
Kieron Dyer,ENG,MF,QPR,Premier League,33.0,4,198,0,0,2012-2013,False,0.0
Nathan Dyer,ENG,"FW,MF",Swansea City,Premier League,24.0,37,2309,3,4,2012-2013,True,0.2728
Edin Džeko,BIH,FW,Manchester City,Premier League,26.0,32,1822,14,3,2012-2013,True,0.8397
Blerim Džemaili,SUI,MF,Napoli,Serie A,26.0,34,1965,7,2,2012-2013,True,0.4122
Patrick Ebert,GER,"FW,MF",Valladolid,La Liga,25.0,23,1791,6,8,2012-2013,True,0.7035
Ion Echaide,ESP,DF,Osasuna,La Liga,24.0,1,58,0,0,2012-2013,False,0.0
Bruno Ecuele Manga,GAB,DF,Lorient,Ligue 1,24.0,17,1485,0,0,2012-2013,False,0.0
Chinedu Ede,GER,"FW,MF",Mainz 05,Bundesliga,25.0,9,196,1,0,2012-2013,False,0.4592
Éder,ITA,FW,Sampdoria,Serie A,25.0,30,2045,7,4,2012-2013,True,0.4841
Ederson,BRA,MF,Lazio,Serie A,26.0,15,468,1,0,2012-2013,False,0.1923
Edu,BRA,FW,Greuther Fürth,Bundesliga,30.0,10,624,1,0,2012-2013,False,0.1442
Edu,BRA,FW,Schalke 04,Bundesliga,30.0,1,13,0,0,2012-2013,False,0.0
Maurice Edu,USA,"DF,MF",Stoke City,Premier League,26.0,1,11,0,0,2012-2013,False,0.0
Zé Eduardo,BRA,FW,Siena,Serie A,24.0,8,469,1,0,2012-2013,False,0.1919
Vegar Eggen Hedenstad,NOR,"DF,MF",Freiburg,Bundesliga,21.0,16,796,0,1,2012-2013,True,0.1131
Mario Eggimann,SUI,DF,Hannover 96,Bundesliga,31.0,22,1800,1,1,2012-2013,True,0.1
Fabrice Ehret,FRA,"DF,MF",Evian,Ligue 1,32.0,15,849,1,1,2012-2013,True,0.212
Albin Ekdal,SWE,MF,Cagliari,Serie A,23.0,31,2342,1,1,2012-2013,True,0.0769
Mehmet Ekici,TUR,MF,Werder Bremen,Bundesliga,22.0,9,462,2,0,2012-2013,False,0.3896
Borja Ekiza,ESP,DF,Athletic Club,La Liga,24.0,24,2060,0,0,2012-2013,False,0.0
Steeve Elana,GUI,GK,Lille,Ligue 1,32.0,20,1800,0,0,2012-2013,False,0.0
Eljero Elia,NED,"FW,MF",Werder Bremen,Bundesliga,25.0,24,1723,0,3,2012-2013,True,0.1567
Eliseu,POR,"DF,MF",Málaga,La Liga,28.0,28,2116,1,3,2012-2013,True,0.1701
Rob Elliot,IRL,GK,Newcastle United,Premier League,26.0,10,835,0,1,2012-2013,True,0.1078
Ahmed Elmohamady,EGY,"DF,MF",Sunderland,Premier League,24.0,2,24,0,0,2012-2013,False,0.0
Gorka Elustondo,ESP,"DF,MF",Real Sociedad,La Liga,25.0,8,443,1,1,2012-2013,True,0.4063
Urby Emanuelson,NED,"DF,FW",Milan,Serie A,26.0,12,738,1,3,2012-2013,True,0.4878
Urby Emanuelson,NED,"DF,FW",Fulham,Premier League,26.0,13,649,1,0,2012-2013,False,0.1387
Innocent Emeghara,SUI,FW,Siena,Serie A,23.0,17,1371,7,0,2012-2013,False,0.4595
Innocent Emeghara,SUI,FW,Lorient,Ligue 1,23.0,1,4,0,0,2012-2013,False,0.0
Eyong Enoh,CMR,MF,Fulham,Premier League,26.0,9,693,0,0,2012-2013,False,0.0
José Enrique,ESP,DF,Liverpool,Premier League,26.0,29,2257,2,4,2012-2013,True,0.2393
Eloge Enza Yamissi,CTA,"DF,MF",Troyes,Ligue 1,29.0,21,1182,0,3,2012-2013,True,0.2284
Mevlüt Erdinç,TUR,FW,Rennes,Ligue 1,25.0,32,2315,10,4,2012-2013,True,0.5443
Sebastian Eriksson,SWE,"DF,MF",Cagliari,Serie A,23.0,8,166,0,0,2012-2013,False,0.0
Sergio Escudero,ESP,"DF,MF",Getafe,La Liga,22.0,9,784,1,0,2012-2013,False,0.1148
Roger Espinoza,HON,"DF,MF",Wigan Athletic,Premier League,25.0,12,611,1,2,2012-2013,True,0.4419
Michael Essien,GHA,"DF,MF",Real Madrid,La Liga,29.0,21,1691,2,0,2012-2013,False,0.1064
Alexander Esswein,GER,"FW,MF",Nürnberg,Bundesliga,22.0,27,1671,2,1,2012-2013,True,0.1616
Marcelo Estigarribia,PAR,"DF,MF",Sampdoria,Serie A,24.0,34,2420,2,3,2012-2013,True,0.186
Dani Estrada,ESP,"DF,MF",Real Sociedad,La Liga,25.0,19,982,0,0,2012-2013,False,0.0
Marco Estrada,CHI,"DF,MF",Montpellier,Ligue 1,29.0,24,1865,4,1,2012-2013,True,0.2413
Matthew Etherington,ENG,MF,Stoke City,Premier League,30.0,31,1720,0,0,2012-2013,False,0.0
Beñat Etxebarria,ESP,MF,Real Betis,La Liga,25.0,34,2843,4,9,2012-2013,True,0.4115
Jonny Evans,NIR,DF,Manchester Utd,Premier League,24.0,23,1902,3,1,2012-2013,True,0.1893
Patrice Evra,FRA,DF,Manchester Utd,Premier League,31.0,34,3060,4,5,2012-2013,True,0.2647
Valentin Eysseric,FRA,"FW,MF",Nice,Ligue 1,20.0,24,1894,5,1,2012-2013,True,0.2851
Diego Fabbrini,ITA,"FW,MF",Udinese,Serie A,22.0,7,278,0,1,2012-2013,True,0.3237
Diego Fabbrini,ITA,"FW,MF",Palermo,Serie A,22.0,8,423,1,0,2012-2013,False,0.2128
Evaldo Fabiano,BRA,DF,Dep La Coruña,La Liga,30.0,15,1208,0,1,2012-2013,True,0.0745
Łukasz Fabiański,POL,GK,Arsenal,Premier League,27.0,4,360,0,0,2012-2013,False,0.0
Fabinho,BRA,"DF,MF",Real Madrid,La Liga,18.0,1,16,0,1,2012-2013,True,5.625
Fábio,BRA,DF,QPR,Premier League,22.0,21,1137,0,0,2012-2013,False,0.0
Cesc Fàbregas,ESP,"FW,MF",Barcelona,La Liga,25.0,32,2296,11,12,2012-2013,True,0.9016
Fabricio,ESP,GK,Real Betis,La Liga,24.0,2,180,0,0,2012-2013,False,0.0
Fagner,BRA,DF,Wolfsburg,Bundesliga,23.0,26,2074,0,1,2012-2013,True,0.0434
Radamel Falcao,COL,FW,Atlético Madrid,La Liga,26.0,34,2895,28,0,2012-2013,False,0.8705
Iago Falque,ESP,"FW,MF",Tottenham Hotspur,Premier League,22.0,1,6,0,0,2012-2013,False,0.0
Rod Fanni,FRA,DF,Marseille,Ligue 1,30.0,33,2926,2,3,2012-2013,True,0.1538
Cheick Fantamady Diarra,MLI,"FW,MF",Rennes,Ligue 1,20.0,17,592,1,0,2012-2013,False,0.152
Davide Faraoni,ITA,"DF,MF",Udinese,Serie A,20.0,11,526,0,0,2012-2013,False,0.0
Jefferson Farfán,PER,"FW,MF",Schalke 04,Bundesliga,27.0,27,2168,6,6,2012-2013,True,0.4982
Pavol Farkaš,SVK,DF,Chievo,Serie A,27.0,4,220,0,0,2012-2013,False,0.0
Jacques Faty,SEN,DF,Bastia,Ligue 1,28.0,12,899,0,0,2012-2013,False,0.0
Ricardo Faty,SEN,MF,Ajaccio,Ligue 1,25.0,25,1904,2,0,2012-2013,False,0.0945
Julien Faubert,FRA,"DF,FW",Bordeaux,Ligue 1,28.0,13,908,0,0,2012-2013,False,0.0
Alejandro Faurlín,ARG,MF,QPR,Premier League,25.0,11,777,0,2,2012-2013,True,0.2317
Alejandro Faurlín,ARG,MF,Palermo,Serie A,25.0,6,307,0,0,2012-2013,False,0.0
Julien Faussurier,FRA,"DF,MF",Troyes,Ligue 1,25.0,28,2476,3,3,2012-2013,True,0.2181
Nicolas Fauvergue,FRA,FW,Reims,Ligue 1,27.0,23,1054,2,0,2012-2013,False,0.1708
Federico Fazio,ARG,DF,Sevilla,La Liga,25.0,26,2113,3,0,2012-2013,False,0.1278
Adam Federici,AUS,GK,Reading,Premier League,27.0,21,1890,0,0,2012-2013,False,0.0
Sofiane Feghouli,ALG,"FW,MF",Valencia,La Liga,22.0,27,2102,3,6,2012-2013,True,0.3853
Felipe,BRA,DF,Hannover 96,Bundesliga,25.0,4,237,1,0,2012-2013,False,0.3797
Marouane Fellaini,BEL,MF,Everton,Premier League,24.0,31,2783,11,5,2012-2013,True,0.5174
Anton Ferdinand,ENG,DF,QPR,Premier League,27.0,13,915,0,0,2012-2013,False,0.0
Rio Ferdinand,ENG,DF,Manchester Utd,Premier League,33.0,28,2321,1,1,2012-2013,True,0.0776
Julien Féret,FRA,MF,Rennes,Ligue 1,30.0,37,2790,11,6,2012-2013,True,0.5484
Shane Ferguson,NIR,"DF,MF",Newcastle United,Premier League,21.0,9,346,0,1,2012-2013,True,0.2601
Junior Fernándes,CHI,"FW,MF",Leverkusen,Bundesliga,24.0,6,63,0,1,2012-2013,True,1.4286
Andrés Fernández,ESP,GK,Osasuna,La Liga,25.0,37,3330,0,0,2012-2013,False,0.0
Augusto Fernández,ARG,MF,Celta Vigo,La Liga,26.0,36,2855,6,5,2012-2013,True,0.3468
Borja Fernández,ESP,MF,Getafe,La Liga,31.0,16,1086,1,1,2012-2013,True,0.1657
Federico Fernández,ARG,DF,Getafe,La Liga,23.0,14,1175,1,1,2012-2013,True,0.1532
Federico Fernández,ARG,DF,Napoli,Serie A,23.0,2,103,0,0,2012-2013,False,0.0
Marc Fernández,ESP,"FW,MF",Mallorca,La Liga,22.0,6,113,0,0,2012-2013,False,0.0
Matías Fernández,CHI,MF,Fiorentina,Serie A,26.0,22,997,1,2,2012-2013,True,0.2708
Raúl Fernández,ESP,GK,Athletic Club,La Liga,24.0,3,270,0,0,2012-2013,False,0.0
Seba Fernández,URU,FW,Málaga,La Liga,27.0,17,498,0,0,2012-2013,False,0.0
Brahim Ferradj,ALG,"DF,MF",Brest,Ligue 1,24.0,9,723,0,0,2012-2013,False,0.0
Paulo Ferreira,POR,DF,Chelsea,Premier League,33.0,2,11,0,0,2012-2013,False,0.0
Jordan Ferri,FRA,MF,Lyon,Ligue 1,20.0,7,147,0,0,2012-2013,False,0.0
Michele Ferri,ITA,DF,Atalanta,Serie A,31.0,9,557,0,0,2012-2013,False,0.0
Damiano Ferronetti,ITA,"DF,MF",Genoa,Serie A,27.0,4,133,0,0,2012-2013,False,0.0
Markus Feulner,GER,MF,Nürnberg,Bundesliga,30.0,23,1531,4,2,2012-2013,True,0.3527
Ignacio Fideleff,ARG,DF,Parma,Serie A,23.0,1,10,0,0,2012-2013,False,0.0
Maynor Figueroa,HON,DF,Wigan Athletic,Premier League,29.0,33,2813,1,1,2012-2013,True,0.064
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,30.0,26,1861,3,3,2012-2013,True,0.2902
Roberto Firmino,BRA,"FW,MF",Hoffenheim,Bundesliga,20.0,33,2460,5,2,2012-2013,True,0.2561
Mathieu Flamini,FRA,MF,Milan,Serie A,28.0,18,1289,4,1,2012-2013,True,0.3491
Miguel Flaño,ESP,DF,Osasuna,La Liga,27.0,22,1912,0,0,2012-2013,False,0.0
Darren Fletcher,SCO,MF,Manchester Utd,Premier League,28.0,3,181,1,0,2012-2013,False,0.4972
Steven Fletcher,SCO,FW,Sunderland,Premier League,25.0,28,2366,11,1,2012-2013,True,0.4565
Sergio Floccari,ITA,FW,Lazio,Serie A,30.0,22,1173,5,1,2012-2013,True,0.4604
Alessandro Florenzi,ITA,"DF,FW",Roma,Serie A,21.0,36,2145,3,4,2012-2013,True,0.2937
Chico Flores,ESP,DF,Swansea City,Premier League,25.0,26,2238,0,0,2012-2013,False,0.0
Antonio Floro Flores,ITA,FW,Genoa,Serie A,29.0,11,553,2,0,2012-2013,False,0.3255
Antonio Floro Flores,ITA,FW,Granada,La Liga,29.0,10,507,1,0,2012-2013,False,0.1775
Johannes Flum,GER,MF,Freiburg,Bundesliga,24.0,26,1165,1,0,2012-2013,False,0.0773
Diacko Fofana,FRA,DF,Nice,Ligue 1,18.0,4,104,0,0,2012-2013,False,0.0
Gueïda Fofana,FRA,"DF,MF",Lyon,Ligue 1,21.0,27,1700,2,2,2012-2013,True,0.2118
Mohamed Fofana,MLI,DF,Reims,Ligue 1,27.0,15,1130,1,1,2012-2013,True,0.1593
André Fomitschow,GER,"DF,MF",Düsseldorf,Bundesliga,21.0,1,1,0,0,2012-2013,False,0.0
Andreu Fontàs,ESP,DF,Mallorca,La Liga,22.0,9,371,0,0,2012-2013,False,0.0
José Fonte,POR,DF,Southampton,Premier League,28.0,27,2316,2,0,2012-2013,False,0.0777
Rui Fonte,POR,"FW,MF",Espanyol,La Liga,22.0,10,488,0,0,2012-2013,False,0.0
Juan Forlín,ARG,"DF,MF",Espanyol,La Liga,24.0,33,2761,0,1,2012-2013,True,0.0326
Mauro Formica,ARG,MF,Palermo,Serie A,24.0,8,278,1,1,2012-2013,True,0.6475
Francesco Forte,ITA,FW,Inter,Serie A,19.0,1,5,0,0,2012-2013,False,0.0
Odaïr Fortes,CPV,"FW,MF",Reims,Ligue 1,25.0,23,1630,3,1,2012-2013,True,0.2209
Marc-Antoine Fortuné,FRA,FW,West Brom,Premier League,31.0,21,829,2,2,2012-2013,True,0.4343
Ben Foster,ENG,GK,West Brom,Premier League,29.0,30,2700,0,0,2012-2013,False,0.0
Dimitri Foulquier,FRA,"DF,MF",Rennes,Ligue 1,19.0,15,796,0,0,2012-2013,False,0.0
Danny Fox,SCO,"DF,MF",Southampton,Premier League,26.0,20,1217,1,1,2012-2013,True,0.1479
David Fox,ENG,MF,Norwich City,Premier League,28.0,2,37,0,0,2012-2013,False,0.0
Hugo Fraile,ESP,"FW,MF",Getafe,La Liga,25.0,3,75,0,0,2012-2013,False,0.0
Leo Franco,ARG,GK,Zaragoza,La Liga,35.0,4,347,0,0,2012-2013,False,0.0
Mike Frantz,GER,"FW,MF",Nürnberg,Bundesliga,25.0,27,1561,1,0,2012-2013,False,0.0577
Kerim Frei,TUR,MF,Fulham,Premier League,18.0,7,236,0,0,2012-2013,False,0.0
Sebastian Freis,GER,"FW,MF",Freiburg,Bundesliga,27.0,12,510,1,0,2012-2013,False,0.1765
Nicolas Frey,FRA,DF,Chievo,Serie A,28.0,21,1808,0,1,2012-2013,True,0.0498
Sébastien Frey,FRA,GK,Genoa,Serie A,32.0,36,3240,0,0,2012-2013,False,0.0
Brad Friedel,USA,GK,Tottenham Hotspur,Premier League,41.0,11,990,0,0,2012-2013,False,0.0
Manuel Friedrich,GER,DF,Leverkusen,Bundesliga,32.0,11,457,0,0,2012-2013,False,0.0
Emmanuel Frimpong,GHA,MF,Fulham,Premier League,20.0,6,223,0,1,2012-2013,True,0.4036
Alberto Frison,ITA,GK,Catania,Serie A,24.0,4,360,0,0,2012-2013,False,0.0
Clemens Fritz,GER,"DF,MF",Werder Bremen,Bundesliga,31.0,22,1590,0,0,2012-2013,False,0.0
Christian Fuchs,AUT,"DF,MF",Schalke 04,Bundesliga,26.0,29,2135,0,5,2012-2013,True,0.2108
Javi Fuego,ESP,MF,Rayo Vallecano,La Liga,28.0,36,3209,0,1,2012-2013,True,0.028
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,19.0,12,268,1,0,2012-2013,False,0.3358
Stephan Fürstner,GER,MF,Greuther Fürth,Bundesliga,24.0,30,2655,1,0,2012-2013,False,0.0339
Fraser Fyvie,SCO,MF,Wigan Athletic,Premier League,19.0,1,23,0,0,2012-2013,False,0.0
Manolo Gabbiadini,ITA,FW,Bologna,Serie A,20.0,30,1726,6,2,2012-2013,True,0.4171
Gabi,ESP,MF,Atlético Madrid,La Liga,29.0,35,2865,0,2,2012-2013,True,0.0628
Fernando Gago,ARG,MF,Valencia,La Liga,26.0,13,898,0,0,2012-2013,False,0.0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,18.0,3,143,0,1,2012-2013,True,0.6294
William Gallas,FRA,DF,Tottenham Hotspur,Premier League,34.0,19,1528,1,0,2012-2013,False,0.0589
Daniele Galloppa,ITA,MF,Parma,Serie A,27.0,12,674,1,1,2012-2013,True,0.2671
Álex Gálvez,ESP,"DF,MF",Rayo Vallecano,La Liga,23.0,28,2246,0,0,2012-2013,False,0.0
Bruno Gama,POR,"FW,MF",Dep La Coruña,La Liga,24.0,38,3127,6,6,2012-2013,True,0.3454
Alessandro Gamberini,ITA,DF,Napoli,Serie A,30.0,25,1892,1,0,2012-2013,False,0.0476
Kévin Gameiro,FRA,FW,Paris Saint-Germain,Ligue 1,25.0,25,878,8,1,2012-2013,True,0.9226
Jesús Gámez,ESP,DF,Málaga,La Liga,27.0,28,2419,0,2,2012-2013,True,0.0744
Idrissa Gana Gueye,SEN,MF,Lille,Ligue 1,22.0,29,1956,0,1,2012-2013,True,0.046
Ronny Garbuschewski,GER,MF,Düsseldorf,Bundesliga,26.0,7,244,0,1,2012-2013,True,0.3689
Carlos García,ESP,MF,Real Betis,La Liga,18.0,1,3,0,0,2012-2013,False,0.0
Javi García,ESP,"DF,MF",Manchester City,Premier League,25.0,24,1494,2,0,2012-2013,False,0.1205
Raúl García,ESP,"FW,MF",Atlético Madrid,La Liga,26.0,30,1305,5,3,2012-2013,True,0.5517
Renan Garcia,BRA,MF,Sampdoria,Serie A,26.0,5,273,0,1,2012-2013,True,0.3297
Rubén García,ESP,"FW,MF",Levante,La Liga,19.0,31,1848,4,2,2012-2013,True,0.2922
Santiago García,ARG,DF,Palermo,Serie A,24.0,32,2632,1,0,2012-2013,False,0.0342
